"DCAT","Dataset","Name_En","Name_Es","Name_Fr","Reference_year"
"16.2","1","For shorter time periods, reasonably good comparability over time can be expected. However, as the time series might be very long, full comparability over time cannot be expected. Detailed information on data variations and methodological changes is provided in the country notes, available in FishStatJ ""Global fisheries and aquaculture production"" workspace, aquaculture dataset.","Para periodos de tiempo más cortos, cabe esperar una comparabilidad razonablemente buena a lo largo del tiempo. Sin embargo, dado que las series temporales pueden ser muy extensas, no se puede garantizar una comparabilidad total. En las notas sobre cada país, disponibles en el espacio de trabajo ""Producción pesquera y acuícola mundial (conjunto de datos ""Acuicultura"")""  de FishStatJ, se ofrece información detallada sobre las variaciones de los datos y los cambios metodológicos.","Pour les périodes plus courtes, une comparabilité raisonnable dans le temps est attendue. Cependant, les séries chronologiques pouvant être très longues, une comparabilité totale ne peut être garantie. Des informations détaillées sur les variations des données et les changements méthodologiques sont fournies dans les notes par pays, disponibles dans l’espace de travail « Statistiques mondiales des captures et de production de l’aquaculture de la FAO (ensemble de données ""Aquaculture"") » de FishStatJ.","2024"
"16.3","1","FAO aquaculture production statistics are the only global source of this kind and it is not possible to compare them with other data sources or statistical domains. Yet, the use of internationally recognised code lists such as the ""ASFIS list of species items"" and the FAO major fishing areas, help to ensure cross-domain coherence. Production, processed production and trade data have a high cross-domain coherence, as they are used as inputs in the food balance sheets, which serve as an additional validation of the data in a single supply and utilization framework.","Las estadísticas de producción acuícola de la FAO son la única fuente mundial de este tipo y no es posible compararlas con otras fuentes de datos o ámbitos estadísticos. Sin embargo, el uso de listas de códigos reconocidas internacionalmente, como la «Lista de especies del ASFIS» y las principales zonas de pesca de la FAO, contribuye a garantizar la coherencia entre los distintos ámbitos. Los datos de producción, producción procesada y comercio presentan una alta coherencia entre los distintos ámbitos, ya que se utilizan como insumos en las hojas de balance alimentario, que sirven como validación adicional de los datos en un marco único de oferta y utilización.","Les statistiques de la FAO sur la production de l'aquaculture constituent la seule source mondiale de ce type et il est impossible de les comparer avec d'autres sources de données ou domaines statistiques. Néanmoins, l'utilisation de listes de codes internationalement reconnues, telles que la « Liste ASFIS des espèces pour les besoins des statistiques des pêches » et les principales zones de pêche de la FAO, contribue à assurer la cohérence entre les domaines. Les données relatives à la production, à la production transformée et aux échanges présentent une forte cohérence interdomaines, car elles servent d'intrants dans les bilans alimentaires, qui constituent une validation supplémentaire des données dans un cadre unique d'offre et de consommation.","2024"
"16.4","1","• [The FAO International Standard Statistical Classification for Aquatic Animals and Plants (ISSCAAP)](https://www.fao.org/fishery/static/ASFIS/ISSCAAP.pdf)

• [FAO ASFIS list](https://www.fao.org/fishery/en/collection/asfis)

• [FAO Major fishing areas for statistical purposes](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/)

• [UN ""STANDARD COUNTRY OR AREA CODES FOR STATISTICAL USE""](https://unstats.un.org/unsd/methodology/m49/)","• [Clasificación Estadística Internacional Uniforme de la FAO para Animales y Plantas Acuáticas (CEIUAPA)](https://www.fao.org/fishery/static/ASFIS/ISSCAAP.pdf)

• [Lista ASFIS de la FAO](https://www.fao.org/fishery/es/collection/asfis)

• [Principales zonas de pesca de la FAO para fines estadísticos](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/)

• [Códigos estándar de país o área de la ONU para uso estadístico](https://unstats.un.org/unsd/methodology/m49/)","• [Classification statistique internationale type des animaux et des plantes aquatiques (CSITAPA) de la FAO](https://www.fao.org/fishery/static/ASFIS/ISSCAAP.pdf)

• [Liste ASFIS de la FAO](https://www.fao.org/fishery/fr/collection/asfis)

• [Principales zones de pêche à des fins statistiques de la FAO](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/)

• [Codes standard des pays ou des zones à usage statistique des Nations Unies](https://unstats.un.org/unsd/methodology/m49/)","2024"
"17.1","1","The main data source is official statistics from FAO member countries. The national data can originate from surveys, administrative databases and estimates based on expert observations. The type of source used by countries can significantly affect reliability and comparability of data. In nearly all cases where countries provide their official production data, these are recorded as reported. However, in the case of issues with the data received, FAO works with the countries to revise their data in order to ensure consistency of the disseminated data. When no official data are available, unofficial sources may be used. If neither official nor unofficial sources are available, data are imputed. In all cases, disseminated data are flagged accordingly.","La principal fuente de datos son las estadísticas oficiales de los países miembros de la FAO. Los datos nacionales pueden provenir de encuestas, bases de datos administrativas y estimaciones basadas en observaciones de expertos. El tipo de fuente utilizada por los países puede afectar significativamente la fiabilidad y la comparabilidad de los datos. En casi todos los casos en que los países proporcionan sus datos oficiales de producción, estos se registran tal como se informan. Sin embargo, en caso de problemas con los datos recibidos, la FAO trabaja con los países para revisarlos y garantizar la coherencia de los datos difundidos. Cuando no se dispone de datos oficiales, se pueden utilizar fuentes no oficiales. Si no se dispone de fuentes oficiales ni no oficiales, se imputan los datos. En todos los casos, los datos difundidos se marcan como corresponde.","La principale source de données est constituée par les statistiques officielles des pays membres de la FAO. Les données nationales peuvent provenir d'enquêtes, de bases de données administratives et d'estimations fondées sur des observations d'experts. Le type de source utilisé par les pays peut avoir une incidence significative sur la fiabilité et la comparabilité des données. Dans la quasi-totalité des cas où les pays fournissent leurs données officielles de production, celles-ci sont enregistrées telles que déclarées. Toutefois, en cas de problème avec les données reçues, la FAO collabore avec les pays pour les réviser afin d'assurer la cohérence des données diffusées. En l'absence de données officielles, des sources non officielles peuvent être utilisées. Si aucune source, officielle ou non officielle, n'est disponible, les données sont estimées. Dans tous les cas, les données diffusées sont accompagnées des symboles appropriés.","2024"
"17.2","1","Yearly","Anual","Annuelle","2024"
"17.3","1","FAO data collection is carried out through collaboration with country correspondents in Member States. The data collection process relies on annual production questionnaires (FishStatAQ) sent to countries, as well as data from national publications and official country websites.","La recopilación de datos de la FAO se lleva a cabo mediante la colaboración con corresponsales nacionales en los Estados Miembros. El proceso de recopilación de datos se basa en cuestionarios anuales de producción (FishStatAQ) que se envían a los países, así como en datos procedentes de publicaciones nacionales y sitios web oficiales de cada país.","La collecte des données de la FAO est effectuée en collaboration avec les correspondants nationaux des États membres. Ce processus repose sur les questionnaires annuels de production (FishStatAQ) envoyés aux pays, ainsi que sur les données issues des publications nationales et des sites web officiels des pays.","2024"
"17.4","1","Countries are responsible for transmitting data which have already been checked. Validation at FAO concerns any transmission errors and data consistency checks, as well as outlier detection in line with the [FAO statistical standard on data editing and validation of input data](https://www.fao.org/3/cb9341en/cb9341en.pdf) and cross check with data from regional fisheries management organizations for selected species. Other validations consist in assessing consistency over the time series, regularity of totals and partial components and correspondence between variables from different data sets. In the case of issues with the data received, FAO works with the countries to revise their data in order to ensure consistency of the disseminated data.","Los países son responsables de transmitir datos que ya han sido verificados. La validación en la FAO abarca cualquier error de transmisión y comprobación de la coherencia de los datos, así como la detección de valores atípicos de acuerdo con la [norma estadística de la FAO sobre edición y validación de datos de entrada](https://www.fao.org/3/cb9341en/cb9341en.pdf) y la verificación cruzada con datos de organizaciones regionales de ordenación pesquera para especies seleccionadas. Otras validaciones consisten en evaluar la coherencia a lo largo de las series temporales, la regularidad de los totales y componentes parciales y la correspondencia entre variables de diferentes conjuntos de datos. En caso de problemas con los datos recibidos, la FAO trabaja con los países para revisar sus datos a fin de garantizar la coherencia de los datos difundidos.","Il incombe aux pays de transmettre des données préalablement vérifiées. La validation à la FAO porte sur la correction des erreurs de transmission, la vérification de la cohérence des données, la détection des valeurs aberrantes conformément à la [norme statistique de la FAO relative au traitement et à la validation des données d'entrée](https://www.fao.org/3/cb9341en/cb9341en.pdf), et le recoupement avec les données des organisations régionales de gestion des pêches pour certaines espèces. D'autres validations consistent à évaluer la cohérence des séries chronologiques, la régularité des totaux et des composantes partielles, ainsi que la correspondance entre les variables issues de différents ensembles de données. En cas de problème avec les données reçues, la FAO collabore avec les pays pour les réviser afin de garantir la cohérence des données diffusées.","2024"
"17.5","1","FAO is responsible for compiling the data and generating aggregates.","La FAO es responsable de recopilar los datos y generar datos agregados.","La FAO est responsable de la compilation des données et de la production des agrégats.","2024"
"17.6","1","FAO produces global, regional and sub-regional aggregates, in line with the [FAO Statistical Standard Series on Data aggregation](https://www.fao.org/3/cc2918en/cc2918en.pdf).","La FAO elabora agregados mundiales, regionales y subregionales, de conformidad con la [Serie estándar estadística de la FAO sobre agregación de datos](https://www.fao.org/3/cc2918en/cc2918en.pdf).","La FAO produit des agrégats mondiaux, régionaux et sous-régionaux, conformément au [Standard statistique de la FAO sur l’agrégation des données](https://openknowledge.fao.org/server/api/core/bitstreams/9965d142-f4da-40d8-bc3e-e45d417a91cc/content) .","2024"
"17.7","1","The country correspondents are responsible for the quality of data. FAO validates and eventually corrects country data in consultation with them.","Los corresponsales nacionales son responsables de la calidad de los datos. La FAO valida y, en su caso, corrige los datos nacionales en consulta con ellos.","Les correspondants nationaux sont responsables de la qualité des données. La FAO valide et, le cas échéant, corrige les données des pays, en consultation avec ceux-ci.","2024"
"17.8","1","Imputations are made according to the [FAO Statistical Standard Series - Imputation (2023)](https://www.fao.org/3/cb9339en/cb9339en.pdf)","Las imputaciones se realizan de acuerdo con la [Serie de Normas Estadísticas de la FAO - Imputación (2023)](https://www.fao.org/3/cb9339en/cb9339en.pdf)","Les imputations sont effectuées conformément au [Standard statistiques de la FAO – Imputation (2023)](https://www.fao.org/3/cb9339en/cb9339en.pdf).","2024"
"18.1","1","FAO is responsible for the quality of internal statistical processes used to compile the published datasets. The [FAO Statistics and Data Quality Assurance Framework (SDQAF)](https://openknowledge.fao.org/items/01debb18-63b2-403b-87fe-0eca5409656e)  provides the necessary principles, guidelines and tools to carry out quality assessments. FAO is performing an internal bi-annual survey (FAO Quality Assessment and Planning Survey) designed to gather information on all of FAO’s statistical activities, notably to assess the extent to which quality standards are being implemented with a view to increasing compliance with the quality dimensions of SDQAF, documenting best practices and preparing quality improvement plans, where necessary. Domain-specific quality assurance activities are carried out systematically (e.g. quality reviews, self-assessments, compliance monitoring).","La FAO es responsable de la calidad de los procesos estadísticos internos utilizados para compilar los conjuntos de datos publicados. El Marco de Garantía de la Calidad de las Estadísticas y los Datos de la FAO (SDQAF) proporciona los principios, directrices y herramientas necesarios para realizar evaluaciones de calidad. La FAO realiza una encuesta interna semestral (Encuesta de Evaluación y Planificación de la Calidad de la FAO) diseñada para recopilar información sobre todas las actividades estadísticas de la FAO, en particular para evaluar el grado de implementación de las normas de calidad con el fin de aumentar el cumplimiento de las dimensiones de calidad del SDQAF, documentar las mejores prácticas y preparar planes de mejora de la calidad, cuando sea necesario. Las actividades de garantía de calidad específicas de cada ámbito se llevan a cabo sistemáticamente (por ejemplo, revisiones de calidad, autoevaluaciones, seguimiento del cumplimiento).","La FAO est responsable de la qualité des processus statistiques internes utilisés pour compiler les ensembles de données publiés. Le [SDQAF de la FAO](https://openknowledge.fao.org/items/01debb18-63b2-403b-87fe-0eca5409656e) fournit les principes, les lignes directrices et les outils nécessaires à la réalisation d’évaluations de la qualité. La FAO mène une enquête interne bisannuelle (Enquête d’évaluation et de planification de la qualité de la FAO) visant à recueillir des informations sur toutes ses activités statistiques, notamment pour évaluer dans quelle mesure les normes de qualité sont mises en œuvre en vue d’améliorer la conformité aux dimensions de qualité du SDQAF, de documenter les meilleures pratiques et d’élaborer, le cas échéant, des plans d’amélioration de la qualité. Des activités d’assurance qualité spécifiques à chaque domaine sont menées de manière systématique (par exemple, examens de la qualité, auto-évaluations, suivi de la conformité).","2024"
"18.2","1","The quality of FAO statistics is highly dependent upon the accuracy and reliability of the data collected and provided by countries. FAO strives to validate and ensure the quality of official data received by validating and cross checking them. FAO also works with countries to revise their data when appropriate to ensure consistency in the dissemination of official data. 

According to the 2025 Quality Assessment and Planning Survey (QAPS) of FAO, this data domain reported a quality score of 0.88. According to the QAPS a statistical output is considered of good quality when it reaches a quality score of 0.6 or above.","La calidad de las estadísticas de la FAO depende en gran medida de la exactitud y fiabilidad de los datos recopilados y proporcionados por los países. La FAO se esfuerza por validar y garantizar la calidad de los datos oficiales recibidos mediante su verificación y cotejo. Asimismo, colabora con los países para revisar sus datos cuando sea necesario, a fin de asegurar la coherencia en la difusión de la información oficial. 

Según la Encuesta de Evaluación y Planificación de la Calidad (ECPC) de la FAO de 2025, este ámbito de datos obtuvo una puntuación de calidad de 0,88. De acuerdo con la ECPC, un resultado estadístico se considera de buena calidad cuando alcanza una puntuación de 0,6 o superior.","La qualité des statistiques de la FAO dépend fortement de l’exactitude et de la fiabilité des données collectées et fournies par les pays. La FAO s'efforce de valider et d'assurer la qualité des données officielles reçues en les validant et en les recoupant. Elle collabore également avec les pays pour réviser leurs données, le cas échéant, afin de garantir la cohérence dans la diffusion de ces dernières. 

Selon l'Enquête d'évaluation et de planification de la qualité (QAPS) 2025 de la FAO, ce domaine de données a obtenu un score de qualité de 0,88. Selon le QAPS, un résultat statistique est considéré comme de bonne qualité lorsqu'il atteint un score de 0,6 ou plus.","2024"
"19","1","Not applicable","No aplica","Pas applicable","2024"
"20","1","Not applicable","No aplica","Pas applicable","2024"
"01","2","Global capture fisheries production - Metadata","Capturas mundiales - Metadatos","Production mondiale de la pêche de capture - Métadonnées","2024"
"02.1","2","Food and Agriculture Organization of the United Nations (FAO)","Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO)","Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO)","2024"
"02.2","2","[Global capture production](https://www.fao.org/fishery/en/collection/capture?lang=en)","[Capturas mundiales](https://www.fao.org/fishery/es/collection/capture?lang=en)","[Captures mondiales](https://www.fao.org/fishery/fr/collection/capture?lang=en)","2024"
"03.1","2","Food and Agriculture Organization of the United Nations (FAO)","Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO)","Organisation des Nations Unies pour l'alimentation et l'agriculture (FAO)","2024"
"03.2","2","Statistics and Information Team (NFISI) of the FAO Fisheries and Aquaculture Division (NFI)","Equipo de estadísticas e información (NFISI) de la División de Pesca y Acuicultura (NFI) de la FAO","Équipe Statistiques et Information (NFISI) de la Division des pêches et de l'aquaculture (NFI) de la FAO","2024"
"03.3","2","Viale delle Terme di Caracalla, 00153 Rome, Italy","Viale delle Terme di Caracalla, 00153 Roma, Italia","Viale delle Terme di Caracalla, 00153 Rome, Italie","2024"
"03.4","2","[Fish-Statistics-Inquiries@fao.org](mailto:Fish-Statistics-Inquiries@fao.org)","[Fish-Statistics-Inquiries@fao.org](mailto:Fish-Statistics-Inquiries@fao.org)","[Fish-Statistics-Inquiries@fao.org](mailto:Fish-Statistics-Inquiries@fao.org)","2024"
"04.1","2","28/03/2026","28/03/2026","28/03/2026","2024"
"04.2","2","28/03/2026","28/03/2026","28/03/2026","2024"
"05.1","2","This dataset covers annual series of the volume of total capture fisheries production from 1950 by country or area, species and FAO major fishing area. Data cover aquatic animals (fish, crustaceans, molluscs, etc.), aquatic plants (seaweed and other algae) and aquatic products (shells, corals, pearls and sponges) harvested through capture fisheries activities, taken for commercial, industrial, recreational and subsistence purposes from inland waters, brackish and marine areas.  Data include all quantities caught and landed for both food and feed purposes, but exclude discards and live escapements or losses prior to landings.","Este conjunto de datos abarca series anuales del volumen total de las capturas desde 1950 por país o área, especie y zona pesquera principal de la FAO. Los datos incluyen animales acuáticos (peces, crustáceos, moluscos, etc.), plantas acuáticas (algas marinas y otras algas) y productos acuáticos (conchas, corales, perlas y esponjas) obtenidos mediante actividades pesqueras, con fines comerciales, industriales, recreativos y de subsistencia, en aguas continentales, salobres y marinas. Los datos incluyen todas las cantidades capturadas y desembarcadas para consumo humano y animal, pero excluyen los descartes y los ejemplares vivos que escapan a las redes de pesca o que se pierden antes del desembarque.","Cet ensemble de données couvre les séries annuelles du volume de la production totale des pêches de capture depuis 1950, ventilées par source de production (totale, capture et aquaculture), pays ou zone, espèce et principale zone de pêche de la FAO. Les données concernent les animaux aquatiques (poissons, crustacés, mollusques, etc.), les plantes aquatiques (algues marines et autres algues) et les produits aquatiques (coquillages, coraux, perles et éponges) issus de la pêche de capture, pratiquée à des fins commerciales, industrielles, récréatives et de subsistance, en eaux intérieures, saumâtres et marines. Les données incluent toutes les quantités capturées et débarquées pour l'alimentation humaine et animale, mais excluent les rejets, les échappées vivantes et les pertes avant débarquement.","2024"
"05.2","2","The dataset provides a comprehensive coverage of the global capture fisheries production, including approximately 3 900 species items, 26 major fishing areas and 249 countries or areas. FAO strives to provide data for all countries and territories covering fisheries production at the most detailed level of species items.","El conjunto de datos ofrece una cobertura integral de la producción pesquera mundial, incluyendo aproximadamente 3 900 especies, 26 zonas de pesca principales y 249 países o territorios. La FAO se esfuerza por proporcionar datos de todos los países y territorios sobre la producción pesquera con el mayor nivel de detalle posible, incluyendo las especies.","L'ensemble de données offre une couverture exhaustive de la production mondiale des pêches de capture, incluant environ 3 900 espèces, 26 principales zones de pêche et 249 pays ou zones. La FAO s'efforce de fournir des données pour tous les pays et territoires, couvrant la production des pêches et de l'aquaculture avec le niveau de détail le plus fin possible en termes d’espèce.","2024"
"05.3","2","Capture fisheries","Capturas","Pêches de capture","2024"
"05.4","2","Capture fisheries refers to the hunting, collecting and gathering activities directed at removing or collecting live wild aquatic organisms. Data relate to nominal landings, converted into a live weight basis (wet weight for algae), of fish, crustaceans, molluscs, aquatic mammals, other aquatic animals, products (corals, pearls and sponges) and aquatic plants (seaweed and other algae) taken for commercial, industrial, recreational and subsistence purposes from inland waters, brackish and marine areas, including inshore, offshore and high seas marine fishing areas. Data include all quantities caught and landed for both food and feed purposes but exclude discards, live escapements or losses prior to landings. The flag of the fishing vessel performing the essential part of the fishing operation is used to assign nationality to catches, unless the wording of chartering and joint operation contracts indicates otherwise.

Fish, crustaceans, molluscs and all other aquatic organisms included in the dataset have been classified according to approximately 3900 commercial species items, further arranged within the 50 groups of species constituting the nine divisions of the FAO International Standard Statistical Classification of Aquatic Animals and Plants (ISSCAAP) on the basis of their taxonomic, ecological and economic characteristics. The taxonomic code descriptors are taken from the ""ASFIS list of species for fishery statistics purposes"" (version 2024). Please note that the list of species disseminated in these datasets might not adhere entirely to ASFIS (version 2024) due to differing publication schedules. More information about the ASFIS list and the ISSCAAP classification is available at https://www.fao.org/fishery/en/collection/asfis. 

Capture production is also classified according to the inland water or marine area where the catches took place. These are divided into eight FAO major inland fishing areas and 19 FAO major marine [fishing areas](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/), internationally established for fishery statistical purposes.

Statistical concepts and standards related to fisheries and aquaculture statistics are available in the [Handbook of Fishery Statistics of the Coordinating Working Party on Fishery Statistics (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/en/).","","","2023"
"05.4","2","Capture fisheries refers to the hunting, collecting and gathering activities directed at removing or collecting live wild aquatic organisms. Data relate to nominal landings, converted into a live weight basis (wet weight for algae), of fish, crustaceans, molluscs, aquatic mammals, other aquatic animals, products (corals, pearls and sponges) and aquatic plants (seaweed and other algae) taken for commercial, industrial, recreational and subsistence purposes from inland waters, brackish and marine areas, including inshore, offshore and high seas marine fishing areas. Data include all quantities caught and landed for both food and feed purposes but exclude discards, live escapements or losses prior to landings. The flag of the fishing vessel performing the essential part of the fishing operation is used to assign nationality to catches, unless the wording of chartering and joint operation contracts indicates otherwise.

Fish, crustaceans, molluscs and all other aquatic organisms included in the dataset have been classified according to approximately 3 900 commercial species items, further arranged within the 50 groups of species constituting the nine divisions of the FAO International Standard Statistical Classification of Aquatic Animals and Plants (ISSCAAP) on the basis of their taxonomic, ecological and economic characteristics. The taxonomic code descriptors are taken from the ""ASFIS list of species for fishery statistics purposes"" (version 2026), which will be disseminated during summer 2026. Please note that the list of species disseminated in these datasets might not adhere entirely to ASFIS (version 2026) due to differing publication schedules. More information about the ASFIS list and the ISSCAAP classification is available at https://www.fao.org/fishery/en/collection/asfis. 

Capture production is also classified according to the inland water or marine area where the catches took place. These are divided into eight FAO major inland fishing areas and 19 FAO major marine [fishing areas](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/en/), internationally established for fishery statistical purposes.

Statistical concepts and standards related to fisheries and aquaculture statistics are available in the [Handbook of Fishery Statistics of the Coordinating Working Party on Fishery Statistics (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/en/).","Las capturas se refieren a las actividades de caza, recolección y captura dirigidas a extraer o recolectar organismos acuáticos silvestres vivos. Los datos se refieren a los desembarques nominales, convertidos a peso vivo (peso húmedo para las algas), de peces, crustáceos, moluscos, mamíferos acuáticos, otros animales acuáticos, productos (corales, perlas y esponjas) y plantas acuáticas (algas marinas y otras algas) capturados con fines comerciales, industriales, recreativos y de subsistencia en aguas continentales, salobres y marinas, incluidas las zonas de pesca costera, de alta mar y de mar abierto. Los datos incluyen todas las cantidades capturadas y desembarcadas para consumo humano y animal, pero excluyen los descartes, los ejemplares que escapan vivos o las pérdidas previas al desembarque. La bandera del buque pesquero que realiza la parte esencial de la operación se utiliza para asignar la nacionalidad a las capturas, a menos que los contratos de fletamento y de operación conjunta indiquen lo contrario.

Los peces, crustáceos, moluscos y demás organismos acuáticos incluidos en el conjunto de datos se han clasificado según aproximadamente 3 900 especies comerciales, organizadas a su vez en los 50 grupos de especies que conforman las nueve divisiones de la Clasificación Estadística Internacional Uniforme de Animales y Plantas Acuáticas (ISSCAAP) de la FAO, en función de sus características taxonómicas, ecológicas y económicas. Los descriptores de códigos taxonómicos se han tomado de la «Lista de especies de la ASFIS para fines estadísticos pesqueros» (versión 2026) que se difundirá durante el verano de 2026. Tenga en cuenta que la lista de especies difundida en estos conjuntos de datos podría no ajustarse completamente a la ASFIS (versión 2026) debido a las diferencias en los calendarios de publicación. Puede encontrar más información sobre la lista de la ASFIS y la clasificación ISSCAAP en https://www.fao.org/fishery/es/collection/asfis.

La producción de captura también se clasifica según la zona de aguas continentales o marinas donde se realizaron las capturas. Estas zonas se dividen en ocho zonas pesqueras continentales principales de la FAO y 19 [zonas pesqueras](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/es/) marinas principales de la FAO, establecidas internacionalmente con fines estadísticos pesqueros.

Los conceptos y estándares estadísticos relacionados con la pesca y la acuicultura están disponibles en el [Manual de Estadísticas Pesqueras del Grupo de Trabajo Coordinador sobre Estadísticas Pesqueras (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/es/).","La pêche de capture désigne les activités de chasse, de collecte et de ramassage visant à prélever ou à collecter des organismes aquatiques sauvages vivants. Les données concernent les débarquements nominaux, convertis en poids vif (poids humide pour les algues), de poissons, crustacés, mollusques, mammifères aquatiques, autres animaux aquatiques, produits (coraux, perles et éponges) et plantes aquatiques (algues marines et autres algues) capturés à des fins commerciales, industrielles, récréatives et de subsistance dans les eaux intérieures, saumâtres et marines, y compris les zones de pêche côtières, hauturières et de haute mer. Ces données incluent toutes les quantités capturées et débarquées pour l'alimentation humaine et animale, mais excluent les rejets, les échappées vivantes et les pertes avant débarquement. Le pavillon du navire de pêche effectuant l'essentiel de l'opération de pêche est utilisé pour attribuer la nationalité des captures, sauf indication contraire dans les contrats d'affrètement et d'exploitation conjointe.

Les poissons, crustacés, mollusques et tous les autres organismes aquatiques inclus dans l'ensemble de données ont été classés selon environ 3 900 espèces commerciales, elles-mêmes réparties dans les 50 groupes d'espèces constituant les neuf divisions de la Classification statistique internationale type des animaux et des plantes aquatiques (CSITAPA) de la FAO, en fonction de leurs caractéristiques taxonomiques, écologiques et économiques. Les descripteurs des codes taxonomiques sont tirés de la « La liste ASFIS des espèces pour les besoins des statistiques des pêches » (version 2026) qui sera diffusée durant l'été 2026. Veuillez noter que la liste des espèces diffusée dans ces jeux de données peut ne pas être entièrement conforme à l'ASFIS (version 2026) en raison de différences dans les calendriers de publication. Pour plus d'informations sur la liste ASFIS et la classification CSITAPA, veuillez consulter le site : https://www.fao.org/fishery/fr/collection/asfis. 

La production de capture est également classée selon la zone d'eaux intérieures ou marines où les captures ont eu lieu. Ces zones sont réparties en huit principales zones de pêche continentales selon la FAO et 19 principales [zones de pêche](https://www.fao.org/cwp-on-fishery-statistics/handbook/general-concepts/main-water-areas/fr)  maritime de la FAO, établies internationalement à des fins statistiques sur les pêches.

Les concepts et normes statistiques relatifs aux statistiques des pêches et de l'aquaculture sont disponibles dans le [Manuel des statistiques des pêches du Groupe de travail chargé de coordonner les statistiques des pêches (CWP)](https://www.fao.org/cwp-on-fishery-statistics/handbook/fr) .","2024"
"05.5","2","The list of countries and the geographical classification are primarily based on the UN ""[Standard country or area codes for statistical use](https://unstats.un.org/unsd/methodology/m49/)"".
Additional country classifications available in the released workspace of this dataset available in FishStatJ or online query panel are based on a variety of sources. Here below the main ones:

• [Least Developed Countries (LDC) (version 2024)](https://www.un.org/development/desa/dpad/wp-content/uploads/sites/45/publication/ldc_list.pdf)

• [Low-Income Food-Deficit Countries (LIFDCs) (2023 revision)](https://www.fao.org/countryprofiles/lifdc/en/)

• [Landlocked Developing Countries (LLDCs)](https://unctad.org/topic/landlocked-developing-countries/list-of-LLDCs)

• [Small Island Developing States (SIDS)](https://www.un.org/ohrlls/content/list-sids)

• [Net Food-Importing Developing Countries (NFIDC) (2024 revision)](https://docs.wto.org/dol2fe/Pages/SS/directdoc.aspx?filename=q:/G/AG/5R12.pdf&Open=True)

• [The classification of the World Bank by income (2025 revision)](https://datahelpdesk.worldbank.org/knowledgebase/articles/906519-world-bank-country-and-lending-groups)

The term “country"" or ""country or area” as used in the dataset also covers territories, cities and land areas, as well as provinces, districts, enclaves and other parts of territories or combinations of countries or areas such as economic or customs unions. Country or area names and designations are subject to nationally announced changes. Name changes announced recently may not have been incorporated in this dataset release but will be reflected in future ones. The designations employed and the presentation of material in this dataset do not imply the expression of any opinion whatsoever on the part of FAO concerning the legal or development status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries.

Specific notes on geographical coverage: 

1) Information provided by Ukraine excludes statistical data concerning the Autonomous Republic of Crimea, the city of Sevastopol and the Donetsk, Luhansk, Kherson and Zaporizhzhia regions. The information is presented without prejudice to relevant UN General Assembly and UN Security Council resolutions, which reaffirm the territorial integrity of Ukraine. 

2) Information provided by the Russian Federation includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.

3) Data for countries that belonged to the former Union of Soviet Socialist Republics (former USSR) are available as a single aggregate until 1991. 

4) For statistical purposes, the data for China do not include China, Hong Kong SAR, China, Macao SAR and Taiwan Province of China, which are presented separately. Therefore, “China” refers to China’s mainland only.

5) Detailed country or area notes are available inside the global fisheries and aquaculture production workspace in FishStatJ.","","","2023"
