"Code","ISSCFCmapping","Identifier","Name_En","Name_Es","Name_Fr"
"0304.83","034.4.1.5.1.90","358","Flat fish, fillets, frozen","Filetes de pescados planos, congelados","Filets de poissons plats, congelés"
"0304.84","034.4.1.5.6.80","359","Swordfish (Xiphias gladius), fillets, frozen","Filetes de peces espada (Xiphias gladius), congelados","Filets d'espadons (Xiphias gladius), congelés"
"0304.85","034.4.1.5.4.17","360","Toothfish (Dissostichus spp.), fillets, frozen","Filetes de austromerluzas antárticas y austromerluzas negras (Dissostichus spp.), congelados","Filets de légines (Dissostichus spp.), congelés"
"0304.86","034.4.1.5.5.19","361","Herrings (Clupea harengus, Clupea pallasii), fillets, frozen","Filetes de arenques (Clupea harengus, Clupea pallasii), congelados","Filets de harengs (Clupea harengus, Clupea pallasii), congelés"
"0304.87","034.4.1.5.6.90","362","Tunas, skipjack or stripe-bellied bonito, fillets, frozen","Filetes de atunes (del género Thunnus), listados o bonitos de vientre rayado, congelados","Filets de thons (du genre Thunnus), listaos ou bonites à ventre rayé, congelés"
"0304.89","034.4.1.6.90","363","Fish fillets, frozen, nei","Filetes de pescado, congelados, nep","Filets de poissons, congelés, nca"
"0304.93","034.4.4.2.3.9.87","364","Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen","Carne de tilapias, bagres o peces gatos, carpas, anguilas, percas del Nilo y peces cabeza de serpiente, congelada","Chair de tilapias, silures, carpes, anguilles, perches du Nil et poissons tête de serpent, congelée"
"0304.94","034.4.4.2.5.2.45","365","Alaska Pollock (Theragra chalcogramma), meat, frozen","Carne de abadejo de Alaska (Theragra chalcogramma), congelada","Chair de lieus d'Alaska (Theragra chalcogramma), congelée"
"0304.95","034.4.4.2.5.2.91","366","Meat of Gadiformes (excl. Alaska Pollock), frozen","Carne de pescados de Gadiformes, excepto el abadejo de Alaska (Theragra chalcogramma), congelada","Chair de poissons Gadiformes, autres que les lieus d'Alaska (Theragra chalcogramma), congelée"
"0305.31","035.02.3.3.9.87","367","Tilapias, catfish, carp, eels, nile perch and snakeheads, fillets, dried, salted or in brine, not smoked","Filetes secos, sal. o salm., no ahum. de tilapia,bagre o pez gato,carpa, anguila,perca del Nilo,pece cabeza de serpiente","Filets séchés, salés ou en saumure, non fumés de tilapia, siluridé, carpe, anguille, perche du Nil et pois. tête de serpent"
"0305.32","035.02.3.5.2.90","368","Gadiformes, fillets, dried, salted or in brine, not smoked","Filetes de Gadiformes, secos, salados o en salmuera, sin ahumar","Filets de poissons Gadiformes, séchés, salés ou en saumure, mais non fumés"
"0305.39","035.02.3.6.99","369","Other fish fillets, dried, salted or in brine, not smoked","Los demás filetes secos, salados o en salmuera, sin ahumar","Autres filets séchés, salés ou en saumure, mais non fumés"
"0305.43","035.03.4.3.50","370","Trout, including fillets, smoked","Truchas,  incluso los filetes, ahumadas","Truites,  y compris les filets, fumées"
"0305.44","035.03.3.9.87","371","Tilapias, catfish, carp, eels, Nile perch and snakeheads, including fillets, smoked","Tilapia, bagre o pez gato, carpa, anguila, perca del Nilo y peces cabeza de serpiente,  incluso los filetes, ahumados","Tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent,  y compris les filets, fumés"
"0305.64","035.02.2.3.9.87","372","Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine","Tilapias, bagres o peces gatos, carpas, anguilas, percas del Nilo y peces cabeza de serpiente, saladas o en salmuera","Tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent, uniquement salés ou en saumure"
"0305.71","035.02.3.9.2.32","373","Shark fins, dried, salted or in brine","Aletas de tiburón, secas, saladas o en salmuera","Ailerons de requins, séchés, salés ou en saumure"
"0305.72","035.02.3.9.2.10","374","Fish heads, tails and maws, dried, salted or in brine, smoked","Cabezas, colas y vejigas natatorias de pescado, secas,  saladas o en salmuera, ahumadas","Têtes, queues et vessies natatoires de poissons, séchées, salées ou en saumure, fumées"
"0305.79","035.02.3.9.2.90","375","Other  edible fish offal, dried, salted or in brine","Los demás despojos comestibles de pescado, secos, salados o en salmuera","Autres abats de poissons comestibles, séchés, salés ou en saumure"
"0306.15","036.0.1.4.3.39","376","Norway lobsters (Nephrops norvegicus), whether in shell or not, frozen","Cigalas (Nephrops norvegicus),  incluso peladas, congeladas","Langoustines (Nephrops norvegicus),  même décortiquées, congelées"
"0306.16","036.0.1.4.5.10","377","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), whether in shell or not, frozen","Camarones, langostinos y demás decápodos Natantia,de agua fría (Pandalus spp., Crangon crangon), incl. pelados, congel.","Crevettes d'eau froide (Pandalus spp., Crangon crangon), même décortiquées, congelées"
"0306.17","036.0.1.4.5.60","378","Other shrimps and prawns, whether in shell or not, frozen","Los demás camarones, langostinos y demás decápodos Natantia,  incluso pelados, congelados","Autres crevettes, même décortiquées, congelées"
"0307.11","036.0.2.3.3.29","379","Oysters, live, fresh, chilled","Ostras, vivas, frescas o refrigeradas","Huîtres, vivantes, fraîches ou réfrigérées"
"0307.71","036.0.2.3.6.80","380","Clams, cockles and ark shells, live, fresh or chilled","Almejas, berberechos y arcas, vivos, frescos o refrigerados","Clams, coques et arches, vivants, frais ou réfrigérés"
"0307.81","036.0.2.3.2.10","381","Abalone (Haliotis spp.), live, fresh or chilled","Orejas de mar (Haliotis spp.), vivas, frescas o refrigeradas","Ormeaux (Haliotis spp.), vivants, frais ou réfrigérés"
"0308.11","036.0.2.3.8.10","382","Sea cucumbers, live, fresh or chilled","Pepinos de mar, vivos, frescos o refrigerados","Bêches-de-mer, vivantes, fraîches ou réfrigérées"
"0308.21","036.0.2.3.8.20","383","Sea urchins, live, fresh or chilled","Erizos de mar, vivos, frescos o refrigerados","Oursins,  vivants, frais ou réfrigérés"
"0308.30","036.0.2.6.8.35","384","Jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine","Medusas (Rhopilema spp.), vivas, frescas, refrigeradas, congeladas, secas, saladas o en salmuera","Méduses (Rhopilema spp.), vivantes, fraîches ou réfrigérées, congelées, séchées, salées ou en saumure"
"0308.90","036.0.2.6.8.95","385","Other aquatic invertebrates, live, fresh, chilled, frozen, dried, salted or in brine, smoked","Invertebrados acuáticos, los demás, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, ahumados","Autres invertébrés aquatiques, vivants, frais, réfregérés, congelés, séché, salés ou en saumure, fumés"
"1212.21","292.9.1.78","386","Seaweeds and other algae, fit for human consumption","Algas marinas y otras algas, aptas para la alimentación humana","Algues, propres à l'alimentation humaine"
"1212.29","292.9.1.79","387","Seaweeds and other algae, unfit for human consumption","Algas marinas y otras algas, no aptas para consumo humano","Algues, impropres à la consommation humaine"
"1604.17","037.1.1.4.2.10","388","Eels (Anguilla spp.), prepared or preserved","Anguilas (Anguilla spp.), preparadas y conservadas","Préparations et conserves d'anguilles (Anguilla spp.)"
"1604.31","037.1.2.1.10","389","Caviar","Caviar","Caviar"
"1604.32","037.1.2.1.20","390","Caviar substitutes","Sucedáneos de caviar","Succédanés de caviar"
"1605.21","037.2.1.1.5.904","391","Shrimps and prawns, prepared or preserved, not in airtight containers","Camarones, langostinos, quisquillas y gambas, preparados o conservados, no en envases herméticamente cerrados","Crevettes, préparées ou conservées,  non en récipients hermétiquement clos"
"1605.29","037.2.1.1.5.905","392","Other shrimps and prawns, prepared or preserved","Otros camarones, langostinos, quisquillas y gambas, preparados o conservados","Autres crevettes, préparées ou conservées"
"1605.51","037.2.2.1.3.20","393","Oysters, prepared or preserved","Ostras, preparadas o conservadas","Huîtres, préparées ou conservées"
"1605.52","037.2.2.1.5.90","394","Scallops, including queen scallops, prepared or preserved","Veneras (vieiras), volandeiras y demás moluscos de los géneros Pecten, Chlamys o Placopecten, preparados o conservados","Coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux, autres Pecten, Chlamys ou Placopecten, préparés ou conservés"
"1605.53","037.2.2.1.4.99","395","Mussels, prepared or preserved","Mejillones (Mytilus spp., Perna spp.), preparados o conservados","Moules (Mytilus spp., Perna spp.), préparées ou conservées"
"1605.54","037.2.2.1.7.50","396","Cuttlefish and squid, prepared or preserved","Sepias y globitos, calamares y potas, preparados o conservados","Seiches, calmars et encornets, préparés ou conservés"
"1605.55","037.2.2.1.7.60","397","Octopus, prepared or preserved","Pulpos (Octopus spp.), preparados o conservados","Poulpes ou pieuvres (Octopus spp.), préparés ou conservés"
"1605.56","037.2.2.1.6.90","398","Clams, cockles and arkshells, prepared or preserved","Almejas, berberechos y arcas, preparados o conservados","Clams, coques et arches, préparés ou conservés"
"1605.57","037.2.2.1.2.10","399","Abalone, prepared or preserved","Orejas de mar (Haliotis spp.), preparados o conservados","Ormeaux (Haliotis spp.), préparés ou conservés"
"1605.59","037.2.2.1.9.91","400","Other molluscs, prepared or preserved","Los demás moluscos, preparados o conservados","Mollusques, préparés ou conservés"
"1605.61","037.2.2.1.8.10","401","Sea cucumbers, prepared or preserved","Pepinos de mar, preparados o conservados","Bêches-de-mer, préparées ou conservées"
"1605.62","037.2.2.1.8.20","402","Sea urchins, prepared or preserved","Erizos de mar, preparados o conservados","Oursins, préparés ou conservés"
"1605.63","037.2.2.1.8.30","403","Jellyfish, prepared or preserved","Medusas (Rhopilema spp.), preparadas o conservadas","Méduses (Rhopilema spp.), préparées ou conservées"
"1605.69","037.2.2.1.8.90","404","Other aquatic invertebrates, prepared or preserved","Los demás invertebrados acuáticos, preparados o conservados","Autres invertébrés aquatiques, préparés ou conservés"
"0303.19","034.2.4.3.90","405","Other salmonidae, frozen","Los demás salmónidos, congelados","Autres salmonidés, congelés"
"0303.29","034.2.3.9.55","406","Nile perch (Lates niloticus) and snakeheads (Channa spp.), frozen","Percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.), congelados","Perches du Nil (Lates niloticus) et poissons tête de serpent (Channa spp.), congelés"
"0307.91","036.0.2.3.9.91","407","Other molluscs, live, fresh or chilled","Los demás moluscos, vivos, frescos o refrigerados","Autres mollusques, vivants, frais ou réfrigérés"
"0305.52","035.02.1.3.9.87","408","Dried tilapias, catfish, carp, eels, Nile perch and snakeheads, whether or not salted, not smoked, nei","Tilapia, bagre, carpa, anguila, perca del Nilo y peces cabeza de serpiente,  secos, incluso salados, sin ahumar, nep","Tilapia, silure, carpe, anguille, perche du Nil et poissons tête de serpent, séchés, même salés, mais non fumés"
"0305.53","035.02.1.5.2.99","409","Dried gadiformes, whether or not salted, but not smoked","Gadiformes, secos, incluso salados, sin ahumar, nep","Poissons gadiformes, séchés, même salés, mais non fumés, nca"
"0305.54","035.02.1.5.7.85","410","Dried herring,anchovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jack&horse mackerel,jack,crevalle,cobia,silver pomfret,Pacif. saury,scad,capelin,swordfish,Kawakawa,bonito,etc","Arenque,anchoa,sardina,sardinela,espadine,caballa,caballa de la India,carite,jure,pámpano,cobia,palometone plateado,paparda del Pacífico,macarela,capelan,pez espada,bacoreta orientale,bonito,etc","Hareng,anchois,sardine,sardinelle,sprats/esprot,maquereau,maquereau indo-pacifique,thazard,chinchard,carangue,mafou,castagnole argentée,balaou Pacifique,comète,capelan,espadon,thonine orientale,etc"
"0302.49","034.1.5.7.85","411","Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, fresh or chilled","Caballa de la India,carite,pámpano,palometone plateados, papardas del Pacífico, macarelas, capelanes, bacoretas orientales, bonitos, agujas, marlines, peces vela o picudos, frescos o refrig.","Maquereaux indo-pacifiques, thazards, carangues, castagnoles argentées, balaous du Pacifique, comètes, capelans, Thonines orientales,  bonites, marlins, makaires, voiliers, frais ou réfrigérés"
"0302.91","034.1.9.1.90","412","Livers, roes, milt, fresh or chilled","Hígados, huevas y lechas de pescado, frescos o refrigerados","Foies, rogues, laitance, frais ou réfrigérés"
"0302.92","034.1.9.2.30","413","Shark fins, fresh or chilled","Aletas de tiburón, frescas o refrigeradas","Ailerons de requin, frais ou réfrigérés"
"0302.99","034.1.9.2.10","414","Fish heads, tails, maws, tongues, fresh or chilled","Cabezas, colas, vejigas natatorias de pescado, frescos o refrigerados","Têtes, queues, vessies natatoires de poissons, fraîs ou réfrigérés"
"0303.59","034.2.5.7.85","415","Anchovies, Indian mackerels, seerfishes, jacks, crevalles, silver pomfrets, Pacific saury, scads, capelin, Kawakawa, bonitos, marlins, sailfishes, spearfish, frozen","Anchoa, caballas de la India, carites, pámpanos, palometones plateados, papardas del Pacífico, macarelas, capelanes, bacoretas orientales, bonitos, agujas,marlines,peces vela o picudos,congel.","Anchois, Maquereaux indo-pacifiques, thazards, carangues, castagnoles argentées, balaous du Pacifique, comètes, capelans, Thonines orientales,  bonites, marlins, makaires, voiliers, congelés"
"0303.91","034.2.9.1.90","416","Livers, roes, milt, frozen","Hígados, huevas, lechas de pescado, congelados","Foies, rogues, laitance, congelés"
"0303.92","034.2.9.2.30","417","Shark fins, frozen","Aletas de tiburón, congeladas","Ailerons de requin, congelés"
"0303.99","034.2.9.2.10","418","Fish heads, tails, maws, tongues, frozen","Cabezas, colas, vejigas natatorias de pescado, congelados","Têtes, queues, vessies natatoires de poissons, congelés"
"0304.47","034.3.1.5.8.70","419","Dogfish (Squalidae) and other sharks, fillets, fresh or chilled","Filetes de cazones y demás escualos, frescos o refrigerados","Filets de squale (Squalidae), frais ou réfrigérés"
"0304.48","034.3.1.5.8.80","420","Rays and skates (Rajidae) fillets, fresh or chilled","Filetes de rayas (Rajidae), frescos o refrigerados","Filets de raies (Rajidae), frais ou réfrigérés"
"0304.56","034.3.2.2.5.8.70","421","Dogfish (Squalidae) and other sharks, meat, minced or not, fresh or chilled","Carne de cazones y demás escualos, fresca o refrigerada","Chair de squale (Squalidae), fraîche ou réfrigérée"
"0304.57","034.3.2.2.5.8.80","422","Rays and skates (Rajidae) meat, minced or not, fresh or chilled","Carne de rayas (Rajidae), fresca o refrigeradas","Chair de raies (Rajidae), fraîche ou réfrigérée"
"0304.88","034.4.1.5.8.85","423","Dogfish, other sharks, rays and skates (Rajidae), fillets, frozen","Filetes de cazones, demás escualos y rayas (Rajidae), congelados","Filets de squale (Squalidae) et raies (Rajidae), congelés"
"0304.96","034.4.4.2.5.8.70","424","Dogfish (Squalidae) and other sharks, meat, frozen","Carne de cazones y demás escualos, congelada","Chair de squale (Squalidae), congelée"
"0304.97","034.4.4.2.5.8.80","425","Rays and skates (Rajidae) meat, frozen","Carne de rayas (Rajidae), congelada","Chair de raies (Rajidae), congelée"
"0306.31","036.0.1.3.3.59","426","Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled","Langostas (Palinurus, Panulirus, Jasus), vivas, frescas o refrigeradas","Langoustes (Palinurus, Panulirus, Jasus), vivantes, fraîches ou réfrigérées"
"0306.32","036.0.1.3.3.49","427","Lobsters (Homarus spp.), live, fresh or chilled","Bogavantes (Homarus spp.), vivos, frescos o refrigerados","Homards (Homarus spp.), vivants, frais ou réfrigérés"
"0306.33","036.0.1.3.2.90","428","Crabs, live, fresh or chilled","Cangrejos de mar, vivos, frescos o refrigerados","Crabes, vivants, frais ou réfrigérés"
"0306.34","036.0.1.3.3.39","429","Norway lobsters (Nephrops norvegicus), live, fresh or chilled","Cigalas (Nephrops norvegicus),  vivas, frescas o refrigeradas","Langoustines (Nephrops norvegicus),  vivantes, fraîches ou réfrigérées"
"0306.35","036.0.1.3.5.10","430","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Camarones, langostinos y demás decápodos Natantia,de agua fría (Pandalus spp., Crangon crangon) vivos, frescos o refrigerados","Crevettes d'eau froide (Pandalus spp., Crangon crangon),  vivantes, fraîches ou réfrigérées"
"0306.36","036.0.1.3.5.99","431","Other shrimps and prawns, live, fresh or chilled","Los demás camarones, langostinos y demás decápodos Natantia, vivos, frescos o refrigerados","Autres crevettes, vivantes, fraîches ou réfrigérées"
"0306.39","036.0.1.3.9.90","432","Crustaceans live, fresh or chilled, for human consumption, nei","Crustáceos vivos, frescos o refrigerados, para consumo humano, nep","Crustacés vivants, frais ou réfrigérés, destinés à la consommation humaine, nca"
"0306.91","036.0.1.5.3.50","433","Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked","Langostas (Palinurus, Panulirus, Jasus), secas, saladas o en salmuera, ahumadas","Langoustes (Palinurus, Panulirus, Jasus), séchées, salées ou en saumure, fumées"
"0306.92","036.0.1.5.3.40","434","Lobsters (Homarus spp.), dried, salted or in brine, smoked","Bogavantes (Homarus spp.), secos, salados o en salmuera, ahumados","Homards (Homarus spp.), séché, salés ou en saumure, fumés"
"0306.93","036.0.1.5.2.90","435","Crabs, dried, salted or in brine, smoked","Cangrejos de mar, vivos, frescos o refrigerados, ahumados","Crabes, séché, salés ou en saumure, fumés"
"0306.94","036.0.1.5.3.30","436","Norway lobsters (Nephrops norvegicus), dried, salted or in brine, smoked","Cigalas (Nephrops norvegicus),  secas, saladas o en salmuera, ahumadas","Langoustines (Nephrops norvegicus),  séchées, salées ou en saumure, fumées"
"0306.95","036.0.1.5.5.90","437","Shrimps and prawns, dried, salted or in brine, smoked","Camarones, langostinos y demás decápodos Natantia, secos, salados o en salmuera, ahumados","Crevettes, séchées, salées ou en saumure, fumées"
"0306.99","036.0.1.5.9.90","438","Crustaceans dried, salted or in brine, smoked, for human consumption, nei","Crustáceos secos, salados o en salmuera, ahumados, para consumo humano, nep","Crustacés séché, salés ou en saumure, fumés, destinés à la consommation humaine, nca"
"0307.12","036.0.2.4.3.20","439","Oysters, frozen","Ostras, congeladas","Huîtres, congelées"
"0307.19","036.0.2.5.3.21","440","Oysters, dried, salted or in brine; smoked","Ostras, secas, saladas o en salmuera; ahumadas","Huîtres séchées, salées ou en saumure; fumées"
"0307.22","036.0.2.4.5.10","441","Scallops, including queen scallop, frozen","Veneras (Vieiras) o volandeiras, congeladas","Coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux, congelés"
"0307.29","036.0.2.5.5.10","442","Scallops, including queen scallops, dried, salted or in brine; smoked","Veneras (Vieiras) o volandeiras, secas, saladas o en salmuera; ahumadas","Coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux, séchés, salés ou en saumure; fumés"
"0307.32","036.0.2.4.4.90","443","Mussels, frozen","Mejillones, congelados","Moules, congelées"
"0307.39","036.0.2.5.4.90","444","Mussels, dried, salted or in brine; smoked","Mejillones, secos, salados o en salmuera; ahumados","Moules, séchées, salées ou en saumure; fumées"
"0307.42","036.0.2.3.7.40","445","Cuttlefish and squid, live, fresh or chilled","Jibias y globitos, calamares y potas, vivos, frescos o refrigerados","Seiches, calmars et encornets, vivants, frais ou réfrigérés"
"0307.43","036.0.2.4.7.40","446","Cuttlefish and squid, frozen","Jibias y globitos, calamares y potas, congelados","Seiches, calmars et encornets, congelés"
"0307.49","036.0.2.5.7.40","447","Cuttlefishes and squids, dried, salted or in brine; smoked","Jibias y calamares, secos, salados o en salmuera; ahumados","Seiches et encornets, séchés, salés ou en saumure; fumés"
"0307.52","036.0.2.4.7.50","448","Octopus, frozen","Pulpos, congelados","Poulpes, congelés"
"0307.59","036.0.2.5.7.50","449","Octopus, dried, salted or in brine; smoked","Pulpo, secado, salado o en salmuera; ahumado","Poulpe, séché, salé ou en saumure; fumé"
"0307.72","036.0.2.4.6.80","450","Clams, cockles, arkshells, frozen","Almejas, berberechos, arcas, congeladas","Clams, coques, arches, congelée"
"0307.79","036.0.2.5.6.10","451","Clams, cockles, arkshells, dried, salted or in brine; smoked","Almejas, berberechos, arcas, secos, salados o en salmuera; ahumados","Clams, coques, arches, séchés, salés ou saumure; fumés"
"0307.82","036.0.2.3.2.30","452","Stromboid conchs (Strombus spp), live, fresh or chilled","Cobos (Strombus spp), vivos, frescos o refrigerados","Strombes (Strombus spp), vivantes, fraîches ou réfrigérées"
"0307.83","036.0.2.4.2.10","453","Abalone (Haliotis spp.), frozen","Orejas de mar (Haliotis spp.), congeladas","Ormeaux (Haliotis spp.), congelés"
"0307.84","036.0.2.4.2.30","454","Stromboid conchs (Strombus spp), frozen","Cobos (Strombus spp), congelados","Strombes (Strombus spp), congelées"
"0307.87","036.0.2.5.2.10","455","Abalone (Haliotis spp.), dried, salted or in brine; smoked","Orejas de mar (Haliotis spp.), secas, saladas o en salmuera; ahumadas","Ormeaux (Haliotis spp.), séchés, salés ou en saumure; fumés"
"0307.88","036.0.2.5.2.30","456","Stromboid conchs, dried, salted or in brine; smoked","Cobos (Strombus spp), secos, salados o en salmuera; ahumados","Strombes (Strombus spp), séchées, salées ou en saumure; fumées"
"0307.92","036.0.2.4.9.91","457","Other molluscs, frozen","Los demás moluscos, congelados","Autres mollusques, congelés"
"0307.99","036.0.2.5.9.91","458","Other molluscs, dried, salted or in brine; smoked","Los demás moluscos, secos, salados o en salmuera; ahumados","Autres mollusques, séchés, salés ou en saumure; fumés"
"0308.12","036.0.2.4.8.10","459","Sea-cucumber, frozen","Cohombro de mar, congelado","Bêche-de-mer, congelée"
"0308.19","036.0.2.5.8.10","460","Sea-cucumber, dried, salted or in brine; smoked","Cohombros de mar, secos, salados o en salmuera; ahumados","Bêche-de-mer, séchée, salée ou en saumure; fumée"
"0308.22","036.0.2.4.8.20","461","Sea-urchin, frozen","Erizo, congelado","Oursin, congelé"
"0308.29","036.0.2.5.8.20","462","Sea-urchin, dried, salted or in brine; fermented, smoked","Erizo, seco, salado o en salmuera; fermentado, ahumado","Oursin, séché, salé ou en saumure; fermenté, fumé"
"1604.18","037.1.1.5.8.30","463","Shark fins, prepared or preserved","Aletas de tiburón, preparaciones y conservas","Ailerons de requin, préparations et conserves"
