"Code","ISSCFCmapping","Identifier","Name_En","Name_Es","Name_Fr"
"0305.54","","657","Dried herring,anchovy,sardine,sardinella,brisling/sprat,mackerel,Indian mackerel,seerfish,jackHorse mackerel,jack,crevale,cobia,silver pomfret,Pacif. saury,scad,capelin,swordfish,Kawakawa,bonito,etc","Arenque,anchoa,sardina,sardinela,espadine,caballa,caballa India,carite,jure,pámpano,cobia,palometone plateado,paparda del Pacífico,macarela,capelan,pezEspada,bacoretaOrientale,bonito,etc","Hareng,anchois,sardine,sardinelle,sprats/esprot,maquereau,maquereau indo-pacifique,thazard,chinchard,carangue,mafou,castagnole argentée,balaou Pacifique,comète,capelan,espadon,thonine orientale,etc"
"0305.59","","658","Other fish, dried, whether or not salted but not smoked","Los demás pescados secos, incluso salados, sin ahumar","Autres poissons séchés, même salés, mais non fumés"
"0305.61","","659","Herrings, salted or in brine","Arenques, salados  o en salmuera","Harengs, uniquement salés ou en saumure"
"0305.62","","660","Cod (Gadus spp.), salted or in brine","Bacalaos (Gadus spp.), salados o en salmuera","Morues (Gadus spp.), uniquement salées ou en saumure"
"0305.63","","661","Anchovies, salted or in brine","Anchoas, saladas o en salmuera","Anchois, uniquement salés ou en saumure"
"0305.64","","662","Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine","Tilapias, bagres o peces gatos, carpas, anguilas, percas del Nilo y peces cabeza de serpiente, saladas o en salmuera","Tilapias, siluridés, carpes, anguilles, perches du Nil et poissons tête de serpent, uniquement salés ou en saumure"
"0305.69","","663","Other fish, salted or in brine","Los demás pescados, salados o en salmuera","Autres poissons, uniquement salés ou en saumure"
"0305.71","","664","Shark fins, dried, salted or in brine","Aletas de tiburón, secas, saladas o en salmuera","Ailerons de requins, séchés, salés ou en saumure"
"0305.72","","665","Fish heads, tails and maws, dried, salted or in brine, smoked","Cabezas, colas y vejigas natatorias de pescado, secas,  saladas o en salmuera, ahumadas","Têtes, queues et vessies natatoires de poissons, séchées, salées ou en saumure, fumées"
"0305.79","","666","Other  edible fish offal, dried, salted or in brine","Los demás despojos comestibles de pescado, secos, salados o en salmuera","Autres abats de poissons comestibles, séchés, salés ou en saumure"
"0306.11","","667","Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether in shell or not, frozen","Langostas (Palinurus spp., Panulirus spp., Jasus spp.), incluso peladas, congeladas","Langoustes (Palinurus spp., Panulirus spp., Jasus spp.), même décortiquées, congelées"
"0306.12","","668","Lobsters (Homarus spp.), whether in shell or not, frozen","Bogavantes (Homarus spp.), incluso pelados, congelados","Homards (Homarus spp.), même décortiqués, congelés"
"0306.14","","669","Crabs, whether in shell or not, frozen","Cangrejos de mar, incluso pelados, congelados","Crabes, même décortiqués, congelés"
"0306.15","","670","Norway lobsters (Nephrops norvegicus), whether in shell or not, frozen","Cigalas (Nephrops norvegicus),  incluso peladas, congeladas","Langoustines (Nephrops norvegicus),  même décortiquées, congelées"
"0306.16","","671","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), whether in shell or not, frozen","Camarones, langostinos y demás decápodos Natantia,de agua fría (Pandalus spp., Crangon crangon), incl. pelados, congel.","Crevettes d'eau froide (Pandalus spp., Crangon crangon), même décortiquées, congelées"
"0306.17","","672","Other shrimps and prawns, whether in shell or not, frozen","Los demás camarones, langostinos y demás decápodos Natantia,  incluso pelados, congelados","Autres crevettes, même décortiquées, congelées"
"0306.19","","673","Other crustaceans, whether in shell or not, frozen","Los demás crustáceos, incluso pelados, congelados","Autres crustacés, même décortiqués, congelés"
"0306.31","","674","Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), live, fresh or chilled","Langostas (Palinurus, Panulirus, Jasus), vivas, frescas o refrigeradas","Langoustes (Palinurus, Panulirus, Jasus), vivantes, fraîches ou réfrigérées"
"0306.32","","675","Lobsters (Homarus spp.), live, fresh or chilled","Bogavantes (Homarus spp.), vivos, frescos o refrigerados","Homards (Homarus spp.), vivants, frais ou réfrigérés"
"0306.33","","676","Crabs, live, fresh or chilled","Cangrejos de mar, vivos, frescos o refrigerados","Crabes, vivants, frais ou réfrigérés"
"0306.34","","677","Norway lobsters (Nephrops norvegicus), live, fresh or chilled","Cigalas (Nephrops norvegicus),  vivas, frescas o refrigeradas","Langoustines (Nephrops norvegicus),  vivantes, fraîches ou réfrigérées"
"0306.35","","678","Cold-water shrimps and prawns (Pandalus spp., Crangon crangon), live, fresh or chilled","Camarones, langostinos y demás decápodos Natantia,de agua fría (Pandalus spp., Crangon crangon) vivos, frescos o refrigerados","Crevettes d'eau froide (Pandalus spp., Crangon crangon),  vivantes, fraîches ou réfrigérées"
"0306.36","","679","Other shrimps and prawns, live, fresh or chilled","Los demás camarones, langostinos y demás decápodos Natantia, vivos, frescos o refrigerados","Autres crevettes, vivantes, fraîches ou réfrigérées"
"0306.39","","680","Crustaceans live, fresh or chilled, for human consumption, nei","Crustáceos vivos, frescos o refrigerados, para consumo humano, nep","Crustacés vivants, frais ou réfrigérés, destinés à la consommation humaine, nca"
"0306.91","","681","Rock lobster & other sea crawfish (Palinurus,Panulirus,Jasus), dried, salted or in brine, smoked","Langostas (Palinurus, Panulirus, Jasus), secas, saladas o en salmuera, ahumadas","Langoustes (Palinurus, Panulirus, Jasus), séchées, salées ou en saumure, fumées"
"0306.92","","682","Lobsters (Homarus spp.), dried, salted or in brine, smoked","Bogavantes (Homarus spp.), secos, salados o en salmuera, ahumados","Homards (Homarus spp.), séché, salés ou en saumure, fumés"
"0306.93","","683","Crabs, dried, salted or in brine, smoked","Cangrejos de mar, vivos, frescos o refrigerados, ahumados","Crabes, séché, salés ou en saumure, fumés"
"0306.94","","684","Norway lobsters (Nephrops norvegicus), dried, salted or in brine, smoked","Cigalas (Nephrops norvegicus),  secas, saladas o en salmuera, ahumadas","Langoustines (Nephrops norvegicus),  séchées, salées ou en saumure, fumées"
"0306.95","","685","Shrimps and prawns, dried, salted or in brine, smoked","Camarones, langostinos y demás decápodos Natantia, secos, salados o en salmuera, ahumados","Crevettes, séchées, salées ou en saumure, fumées"
"0306.99","","686","Crustaceans dried, salted or in brine, smoked, for human consumption, nei","Crustáceos secos, salados o en salmuera, ahumados, para consumo humano, nep","Crustacés séché, salés ou en saumure, fumés, destinés à la consommation humaine, nca"
"0307.11","","687","Oysters, live, fresh, chilled","Ostras, vivas, frescas o refrigeradas","Huîtres, vivantes, fraîches ou réfrigérées"
"0307.12","","688","Oysters, frozen","Ostras, congeladas","Huîtres, congelées"
"0307.19","","689","Oysters, dried, salted or in brine; smoked","Ostras, secas, saladas o en salmuera; ahumadas","Huîtres séchées, salées ou en saumure; fumées"
"0307.21","","690","Scallops and other molluscs of the family Pectinidae, even in shell, live, fresh or chilled","Vieiras, volandeiras y demás moluscos de la familia Pectinidae, incluso con cáscara, vivas, frescas o refrigeradas","Coquilles St Jacques et autres mollusques de la famille Pectinidae, même non séparés de leur coquille, vivants, frais ou réfrigérés"
"0307.22","","691","Scallops and other molluscs of the family Pectinidae, frozen","Vieiras, volandeiras y demás moluscos de la familia Pectinidae, congeladas","Coquilles St Jacques et autres mollusques de la famille Pectinidae, congelés"
"0307.29","","692","Scallops and other molluscs of the family Pectinidae, dried, salted or in brine; smoked","Vieiras, volandeiras y demás moluscos de la familia Pectinidae, secas, saladas o en salmuera; ahumadas","Coquilles St Jacques et autres mollusques de la famille Pectinidae, séchés, salés ou en saumure; fumés"
"0307.31","","693","Mussels, live, fresh or chilled","Mejillones, vivos, frescos o refrigerados","Moules, vivantes, fraîches ou réfrigérées"
"0307.32","","694","Mussels, frozen","Mejillones, congelados","Moules, congelées"
"0307.39","","695","Mussels, dried, salted or in brine; smoked","Mejillones, secos, salados o en salmuera; ahumados","Moules, séchées, salées ou en saumure; fumées"
"0307.42","","696","Cuttlefish and squid, live, fresh or chilled","Jibias y globitos, calamares y potas, vivos, frescos o refrigerados","Seiches, calmars et encornets, vivants, frais ou réfrigérés"
"0307.43","","697","Cuttlefish and squid, frozen","Jibias y globitos, calamares y potas, congelados","Seiches, calmars et encornets, congelés"
"0307.49","","698","Cuttlefish and squid dried, salted or in brine; smoked","Jibias y calamares, secos, salados o en salmuera; ahumados","Seiches et encornets, séchés, salés ou en saumure; fumés"
"0307.51","","699","Octopus, live, fresh or chilled","Pulpos, vivos, frescos, refrigerados","Poulpes ou pieuvres, vivants, frais ou réfrigérés"
"0307.52","","700","Octopus, frozen","Pulpos, congelados","Poulpes, congelés"
"0307.59","","701","Octopus, dried, salted or in brine; smoked","Pulpo, secado, salado o en salmuera; ahumado","Poulpe, séché, salé ou en saumure; fumé"
"0307.71","","702","Clams, cockles and ark shells, live, fresh or chilled","Almejas, berberechos y arcas, vivos, frescos o refrigerados","Clams, coques et arches, vivants, frais ou réfrigérés"
"0307.72","","703","Clams, cockles, arkshells, frozen","Almejas, berberechos, arcas, congeladas","Clams, coques, arches, congelée"
"0307.79","","704","Clams, cockles, arkshells, dried, salted or in brine; smoked","Almejas, berberechos, arcas, secos, salados o en salmuera; ahumados","Clams, coques, arches, séchés, salés ou saumure; fumés"
"0307.81","","705","Abalone (Haliotis spp.), live, fresh or chilled","Orejas de mar (Haliotis spp.), vivas, frescas o refrigeradas","Ormeaux (Haliotis spp.), vivants, frais ou réfrigérés"
"0307.82","","706","Stromboid conchs (Strombus spp), live, fresh or chilled","Cobos (Strombus spp), vivos, frescos o refrigerados","Strombes (Strombus spp), vivantes, fraîches ou réfrigérées"
"0307.83","","707","Abalone (Haliotis spp.), frozen","Orejas de mar (Haliotis spp.), congeladas","Ormeaux (Haliotis spp.), congelés"
"0307.84","","708","Stromboid conchs (Strombus spp), frozen","Cobos (Strombus spp), congelados","Strombes (Strombus spp), congelées"
"0307.87","","709","Abalone (Haliotis spp.), dried, salted or in brine; smoked","Orejas de mar (Haliotis spp.), secas, saladas o en salmuera; ahumadas","Ormeaux (Haliotis spp.), séchés, salés ou en saumure; fumés"
"0307.88","","710","Stromboid conchs (Strombus spp.) , dried, salted or in brine; smoked","Cobos (Strombus spp), secos, salados o en salmuera; ahumados","Strombes (Strombus spp), séchées, salées ou en saumure; fumées"
"0307.91","","711","Other molluscs, live, fresh or chilled","Los demás moluscos, vivos, frescos o refrigerados","Autres mollusques, vivants, frais ou réfrigérés"
"0307.92","","712","Other molluscs, frozen","Los demás moluscos, congelados","Autres mollusques, congelés"
"0307.99","","713","Other molluscs, dried, salted or in brine; smoked","Los demás moluscos, secos, salados o en salmuera; ahumados","Autres mollusques, séchés, salés ou en saumure; fumés"
"0308.11","","714","Sea cucumbers, live, fresh or chilled","Pepinos de mar, vivos, frescos o refrigerados","Bêches-de-mer, vivantes, fraîches ou réfrigérées"
"0308.12","","715","Sea-cucumber, frozen","Cohombro de mar, congelado","Bêche-de-mer, congelée"
"0308.19","","716","Sea-cucumber, dried, salted or in brine; smoked","Cohombros de mar, secos, salados o en salmuera; ahumados","Bêche-de-mer, séchée, salée ou en saumure; fumée"
"0308.21","","717","Sea urchins, live, fresh or chilled","Erizos de mar, vivos, frescos o refrigerados","Oursins,  vivants, frais ou réfrigérés"
"0308.22","","718","Sea-urchin, frozen","Erizo, congelado","Oursin, congelé"
"0308.29","","719","Sea-urchin, dried, salted or in brine; fermented, smoked","Erizo, seco, salado o en salmuera; fermentado, ahumado","Oursin, séché, salé ou en saumure; fermenté, fumé"
"0308.30","","720","Jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine","Medusas (Rhopilema spp.), vivas, frescas, refrigeradas, congeladas, secas, saladas o en salmuera","Méduses (Rhopilema spp.), vivantes, fraîches ou réfrigérées, congelées, séchées, salées ou en saumure"
"0308.90","","721","Other aquatic invertebrates, live, fresh, chilled, frozen, dried, salted or in brine, smoked","Invertebrados acuáticos, los demás, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera, ahumados","Autres invertébrés aquatiques, vivants, frais, réfregérés, congelés, séché, salés ou en saumure, fumés"
"0309.10","","722","Flours, meals and pellets of fish, fit for human consumption","Harina, polvo y pellets de pescado, aptos para la alimentación humana ","Farines, poudres et agglomérés sous forme de pellets de poissons, propres à l’alimentation humaine"
"0309.90","","723","Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption","Harina, polvo y pellets de crustáceos, moluscos y demás invertebrados acuáticos, aptos para la alimentación humana","Farines, poudres et agglomérés sous forme de pellets de crustacés, mollusques et autres  invertébrés aquatiques, propres à l'alimentation humaine"
"0508.00","","724","Coral and similar material, unworked or simply prepared","Coral y sustancias análogas, sin labrar o preparadas simplemente","Corail et matières similaires, bruts ou simplement preparés"
"0511.91","","725","Fish waste","Desperdicios de pescado","Déchets de poissons"
"0511.99","","726","Other animal products not elsewhere specified or included","Otros productos de origen animal no expresados ni comprendidos en otra parte","Autres produits d'origine animale, non dénommés ni compris ailleurs"
"1212.21","","727","Seaweeds and other algae, fit for human consumption","Algas marinas y otras algas, aptas para la alimentación humana","Algues, propres à l'alimentation humaine"
"1212.29","","728","Seaweeds and other algae, unfit for human consumption","Algas marinas y otras algas, no aptas para consumo humano","Algues, impropres à la consommation humaine"
"1302.31","","729","Agar - agar","Agar - agar","Agar - agar"
"1504.10","","730","Fish-liver oils","Aceites de hígado de pescado","Huiles de foies de poissons"
"1504.20","","731","Fish oils, other than liver oils","Aceites de pescado, excepto los aceites de hígado","Huiles de poissons, à l'exclusion des huiles de foies"
"1504.30","","732","Oils of marine mammals","Aceites de mamíferos marinos","Huiles de mammifères marins"
"1604.11","","733","Salmon, prepared or preserved","Salmones, preparados y conservados","Préparations et conserves de saumons"
"1604.12","","734","Herrings, prepared or preserved","Arenques, preparados y conservados","Préparations et conserves de harengs"
"1604.13","","735","Sardines, sardinella and brisling or sprats, prepared or preserved","Sardinas, sardinelas y espadines, preparados y conservados","Préparations et conserves de sardines, sardinelles, sprats ou esprots"
"1604.14","","736","Tunas, skipjack tuna and bonito (Sarda spp.), prepared or preserved","Atunes, listados y bonitos (Sarda spp.), preparados y conservados","Préparations et conserves de thons, listaos et bonites (Sarda spp.)"
"1604.15","","737","Mackerel, prepared or preserved","Caballas, preparadas y conservadas","Préparations et conserves de maquereaux"
"1604.16","","738","Anchovies, prepared or preserved","Anchoas, preparadas y conservadas","Préparations et conserves d'anchois"
"1604.17","","739","Eels (Anguilla spp.), prepared or preserved","Anguilas (Anguilla spp.), preparadas y conservadas","Préparations et conserves d'anguilles (Anguilla spp.)"
"1604.18","","740","Shark fins, prepared or preserved","Aletas de tiburón, preparaciones y conservas","Ailerons de requin, préparations et conserves"
"1604.19","","741","Other fish, whole or in pieces, prepared or preserved","Los demás pescados, preparados y conservados","Autres poissons, préparations et conserves"
"1604.20","","742","Prepared or preserved fish, excl. whole or in pieces","Las demás preparaciones y conservas de pescado picado","Préparations et conserves de poissons, à l'excl. des prép. et conserves de poissons entiers ou en morceaux"
"1604.31","","743","Caviar","Caviar","Caviar"
"1604.32","","744","Caviar substitutes","Sucedáneos de caviar","Succédanés de caviar"
"1605.10","","745","Crab, prepared or preserved","Cangrejos de mar, preparados o conservados","Crabes, préparés ou conservés"
"1605.21","","746","Shrimps and prawns, prepared or preserved, not in airtight containers","Camarones, langostinos, quisquillas y gambas, preparados o conservados, no en envases herméticamente cerrados","Crevettes, préparées ou conservées,  non en récipients hermétiquement clos"
"1605.29","","747","Other shrimps and prawns, prepared or preserved","Otros camarones, langostinos, quisquillas y gambas, preparados o conservados","Autres crevettes, préparées ou conservées"
"1605.30","","748","Lobster, prepared or preserved","Bogavantes, preparados o conservados","Homards, préparés ou conservés"
"1605.40","","749","Other crustaceans, prepared or preserved","Los demás crustáceos, preparados o conservados","Autres crustacés, préparés ou conservés"
"1605.51","","750","Oysters, prepared or preserved","Ostras, preparadas o conservadas","Huîtres, préparées ou conservées"
"1605.52","","751","Scallops, including queen scallops, prepared or preserved","Veneras (vieiras), volandeiras y demás moluscos de los géneros Pecten, Chlamys o Placopecten, preparados o conservados","Coquilles Saint-Jacques ou peignes, pétoncles ou vanneaux, autres Pecten, Chlamys ou Placopecten, préparés ou conservés"
"1605.53","","752","Mussels, prepared or preserved","Mejillones (Mytilus spp., Perna spp.), preparados o conservados","Moules (Mytilus spp., Perna spp.), préparées ou conservées"
"1605.54","","753","Cuttlefish and squid, prepared or preserved","Sepias y globitos, calamares y potas, preparados o conservados","Seiches, calmars et encornets, préparés ou conservés"
"1605.55","","754","Octopus, prepared or preserved","Pulpos (Octopus spp.), preparados o conservados","Poulpes ou pieuvres (Octopus spp.), préparés ou conservés"
"1605.56","","755","Clams, cockles and arkshells, prepared or preserved","Almejas, berberechos y arcas, preparados o conservados","Clams, coques et arches, préparés ou conservés"
"1605.57","","756","Abalone, prepared or preserved","Orejas de mar (Haliotis spp.), preparados o conservados","Ormeaux (Haliotis spp.), préparés ou conservés"
"1605.59","","757","Other molluscs, prepared or preserved","Los demás moluscos, preparados o conservados","Mollusques, préparés ou conservés"
"1605.61","","758","Sea cucumbers, prepared or preserved","Pepinos de mar, preparados o conservados","Bêches-de-mer, préparées ou conservées"
"1605.62","","759","Sea urchins, prepared or preserved","Erizos de mar, preparados o conservados","Oursins, préparés ou conservés"
"1605.63","","760","Jellyfish, prepared or preserved","Medusas (Rhopilema spp.), preparadas o conservadas","Méduses (Rhopilema spp.), préparées ou conservées"
"1605.69","","761","Other aquatic invertebrates, prepared or preserved","Los demás invertebrados acuáticos, preparados o conservados","Autres invertébrés aquatiques, préparés ou conservés"
"2103.90","","762","Sauces and preparations therefor; mixed condiments and mixed seasonings, nei","Preparaciones para salsas y salsas preparadas; condimentos y sazonadores, compuestos, nep","Préparations pour sauces et sauces préparées; condiments et assaisonnements, composés, nca"
"2301.20","","763","Meals of fish or crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption","Harinas de pescado, crustáceos, moluscos o de otros invertebrados acuáticos, impropias para la alimentación humana","Farines de poissons ou de crustacés, de mollusques, d'autres invertébrés aquatiques, impropres à l'alimentation humaine"
"2309.90","","764","Preparations of a kind used in animal feeding, nei","Preparaciones del tipo de las utilizadas para la alimentación de los animales, nep","Préparations des types utilisés pour l'alimentation des animaux, nca"
