FAO ISSCFC ,Basic Level,Parent Code,ISSCAAP Code, HS 2012 , SITC3 Code, CPC 2.1, FAO ISSCFC description in English
034.2.5.2.64,1,034.2.5.2,32,0303.66,034.27,21214,"North Pacific hake, frozen"
034.2.5.2.65,1,034.2.5.2,32,0303.66,034.27,21214,"Cape hake, frozen"
034.2.5.2.66,1,034.2.5.2,32,0303.66,034.27,21214,"Silver hake, frozen"
034.2.5.2.67,1,034.2.5.2,32,0303.66,034.27,21214,"Southern hake, frozen"
034.2.5.2.68,1,034.2.5.2,32,0303.66,034.27,21214,"Hake of the genus Urophycis, frozen"
034.2.5.2.69,1,034.2.5.2,32,0303.66,034.27,21214,"Hakes nei, frozen"
034.2.5.2.70,1,034.2.5.2,32,0303.69,034.28,21214,"Ling, frozen"
034.2.5.2.80,1,034.2.5.2,32,0303.69,034.28,21214,"Tusk, frozen"
034.2.5.2.85,1,034.2.5.2,32,0303.69,034.28,21214,"Grenadiers, frozen"
034.2.5.2.86,1,034.2.5.2,32,0303.69,034.28,21214,Frozen pollack (Pollachius pollachius)
034.2.5.2.90,1,034.2.5.2,32,0303.69,034.28,21214,"Gadiformes nei, frozen"
034.2.5.3,0,034.2.5,33,0303.89,034.28,,"Miscellaneous coastal fish, frozen"
034.2.5.3.02,1,034.2.5.3,33,0303.89,034.28,21219,"Sea catfish, frozen"
034.2.5.3.04,1,034.2.5.3,33,0303.89,034.28,21219,"Lizardfish, frozen"
034.2.5.3.18,1,034.2.5.3,33,0303.89,034.28,21219,"Snook, frozen"
034.2.5.3.20,1,034.2.5.3,33,0303.89,034.28,21219,"Grouper, frozen"
034.2.5.3.22,1,034.2.5.3,33,0303.84,034.28,21219,"Seabass, frozen"
034.2.5.3.24,1,034.2.5.3,33,0303.89,034.28,21219,"Snappers, frozen"
034.2.5.3.26,1,034.2.5.3,33,0303.89,034.28,21219,"Fusiliers, frozen"
034.2.5.3.28,1,034.2.5.3,33,0303.89,034.28,21219,"Pony fishes, frozen"
034.2.5.3.30,1,034.2.5.3,33,0303.89,034.28,21219,"Grunt, frozen"
034.2.5.3.32,1,034.2.5.3,33,0303.89,034.28,21219,"Drum, frozen"
034.2.5.3.34,1,034.2.5.3,33,0303.89,034.28,21219,"Weakfish, frozen"
034.2.5.3.36,1,034.2.5.3,33,0303.89,034.28,21219,"Croakers, frozen"
034.2.5.3.38,1,034.2.5.3,33,0303.89,034.28,21219,"Corb, frozen"
034.2.5.3.40,1,034.2.5.3,33,0303.89,034.28,21219,"Emperors, frozen"
034.2.5.3.42,1,034.2.5.3,33,0303.89,034.28,21219,"Pandora, frozen"
034.2.5.3.44,1,034.2.5.3,33,0303.89,034.28,21219,"Dentex, frozen"
034.2.5.3.46,1,034.2.5.3,33,0303.89,034.28,21219,"Seabreams, frozen"
034.2.5.3.462,1,034.2.5.3,33,0303.89,034.28,21219,"Gilt-head seabream, frozen"
034.2.5.3.48,1,034.2.5.3,33,0303.89,034.28,21219,"Red mullet, frozen"
034.2.5.3.50,1,034.2.5.3,33,0303.89,034.28,21219,"Rockcod, frozen"
034.2.5.3.58,1,034.2.5.3,33,0303.89,034.28,21219,"Sandlance, frozen"
034.2.5.3.60,1,034.2.5.3,33,0303.89,034.28,21219,"Spinefeet(=rabbitfish), frozen"
034.2.5.3.66,1,034.2.5.3,33,0303.89,034.28,21219,"Atka mackerel, frozen"
034.2.5.3.70,1,034.2.5.3,33,0303.89,034.28,21219,"Filefish, frozen"
034.2.5.3.72,1,034.2.5.3,33,0303.89,034.28,21219,"Trigger fish, frozen"
034.2.5.3.74,1,034.2.5.3,33,0303.89,034.28,21219,"Puffers, frozen"
034.2.5.3.90,1,034.2.5.3,33,0303.89,034.28,21219,"Miscellaneous coastal fish, nei, frozen"
034.2.5.4,0,034.2.5,34,0303.89,034.28,,"Miscellaneous demersal fish, frozen"
034.2.5.4.01,1,034.2.5.4,34,0303.89,034.28,21219,"Pike-conger, frozen"
034.2.5.4.02,1,034.2.5.4,34,0303.89,034.28,21219,"Conger, frozen"
034.2.5.4.03,1,034.2.5.4,34,0303.89,034.28,21219,"Snipefish, frozen"
034.2.5.4.05,1,034.2.5.4,34,0303.89,034.28,21219,"Orange roughy, frozen"
034.2.5.4.06,1,034.2.5.4,34,0303.89,034.28,21219,"John dory, frozen"
034.2.5.4.07,1,034.2.5.4,34,0303.89,034.28,21219,"Oreo dories, frozen"
034.2.5.4.08,1,034.2.5.4,34,0303.89,034.28,21219,"Icefish, frozen"
034.2.5.4.09,1,034.2.5.4,34,0303.89,034.28,21219,"Wolffishes (=Catfishes), frozen"
034.2.5.4.11,1,034.2.5.4,34,0303.89,034.28,21219,"Cusk-eel (=kingklip), frozen"
034.2.5.4.12,1,034.2.5.4,34,0303.89,034.28,21219,"Snoek, frozen"
034.2.5.4.13,1,034.2.5.4,34,0303.89,034.28,21219,"Hairtails, frozen"
034.2.5.4.14,1,034.2.5.4,34,0303.89,034.28,21219,"Gurnard, frozen"
034.2.5.4.15,1,034.2.5.4,34,0303.89,034.28,21219,"Sablefish, frozen"
034.2.5.4.16,1,034.2.5.4,34,0303.89,034.28,21219,"Angler (=monk), frozen"
034.2.5.4.17,1,034.2.5.4,34,0303.83,034.28,21219,"Toothfish (Dissostichus spp.), frozen"
034.2.5.4.41,1,034.2.5.4,34,0303.89,034.28,21219,"Atlantic redfishes, frozen"
034.2.5.4.42,1,034.2.5.4,34,0303.89,034.28,21219,"Pacific redfishes (=ocean perch), frozen"
034.2.5.4.49,1,034.2.5.4,34,0303.89,034.28,21219,"Redfish, frozen, nei"
034.2.5.4.90,1,034.2.5.4,34,0303.89,034.28,21219,"Miscellaneous demersal fish, nei, frozen"
034.2.5.5,0,034.2.5,35,0303.89,034.24,,"Herrings, sardines, anchovies, frozen"
034.2.5.5.11,1,034.2.5.5,35,0303.51,034.24,21216,"Atlantic herring, frozen"
034.2.5.5.12,1,034.2.5.5,35,0303.51,034.24,21216,"Pacific herring, frozen"
034.2.5.5.19,1,034.2.5.5,35,0303.51,034.24,21216,"Herrings nei, frozen"
034.2.5.5.29,1,034.2.5.5,35,0303.53,034.24,21216,"Pilchards(Sardinops spp.) and Sardinellas, frozen"
034.2.5.5.40,1,034.2.5.5,35,0303.53,034.24,21216,"European sardine, frozen"
034.2.5.5.50,1,034.2.5.5,35,0303.53,034.24,21216,"Brisling or sprats, frozen"
034.2.5.5.60,1,034.2.5.5,35,0303.89,034.28,21216,"Anchovies, frozen"
034.2.5.5.70,1,034.2.5.5,35,0303.53,034.24,21216,"Sardines, sardinellas, brisling or sprats, frozen"
034.2.5.5.90,1,034.2.5.5,35,0303.89,034.24,21216,"Clupeoids nei, frozen"
034.2.5.6,0,034.2.5,36,0303.49,034.23,,"Tunas, bonitos, billfishes, frozen"
034.2.5.6.10,1,034.2.5.6,36,0303.89,034.23,21216,"Bonito, frozen"
034.2.5.6.15,1,034.2.5.6,36,0303.89,034.28,21216,"Plain bonito, frozen"
034.2.5.6.21,1,034.2.5.6,36,0303.43,034.23,21215,"Skipjack tuna, gilled, gutted, frozen"
034.2.5.6.22,1,034.2.5.6,36,0303.43,034.23,21215,"Skipjack tuna, heads-off, etc., frozen"
034.2.5.6.29,1,034.2.5.6,36,0303.43,034.23,21215,"Skipjack tuna, frozen"
034.2.5.6.30,1,034.2.5.6,36,0303.45,034.23,21215,"Atlantic(Thunnus thynnus)and Pacific(Thunnus orientalis)bluefin tuna, frozen"
034.2.5.6.35,1,034.2.5.6,36,0303.46,034.23,21215,"Southern bluefin tuna(Thunnus maccoyii), frozen"
034.2.5.6.41,1,034.2.5.6,36,0303.41,034.23,21215,"Albacore (=Longfin tuna), gilled, gutted, frozen"
034.2.5.6.42,1,034.2.5.6,36,0303.41,034.23,21215,"Albacore (=Longfin tuna), heads-off, etc., frozen"
034.2.5.6.49,1,034.2.5.6,36,0303.41,034.23,21215,"Albacore (=Longfin tuna), frozen, nei"
034.2.5.6.51,1,034.2.5.6,36,0303.42,034.23,21215,"Yellowfin tuna, gilled, gutted, frozen"
034.2.5.6.52,1,034.2.5.6,36,0303.42,034.23,21215,"Yellowfin tuna, heads-off, etc., frozen"
034.2.5.6.59,1,034.2.5.6,36,0303.42,034.23,21215,"Yellowfin tuna, frozen, nei"
034.2.5.6.61,1,034.2.5.6,36,0303.44,034.23,21215,"Bigeye tuna, gilled, gutted, frozen"
034.2.5.6.62,1,034.2.5.6,36,0303.44,034.23,21215,"Bigeye tuna, heads-off, etc., frozen"
034.2.5.6.69,1,034.2.5.6,36,0303.44,034.23,21215,"Bigeye tuna, frozen, nei"
034.2.5.6.71,1,034.2.5.6,36,0303.89,034.28,21216,"Marlins, frozen"
034.2.5.6.75,1,034.2.5.6,36,0303.89,034.28,21216,"Spanish mackerel, frozen"
034.2.5.6.80,1,034.2.5.6,36,0303.57,034.28,21216,"Swordfish, frozen"
034.2.5.6.901,1,034.2.5.6,36,0303.49,034.23,21215,"Tunas, gilled, gutted, frozen, nei"
034.2.5.6.902,1,034.2.5.6,36,0303.49,034.23,21215,"Tunas, heads-off, etc., frozen, nei"
034.2.5.6.909,1,034.2.5.6,36,0303.49,034.23,21215,"Tunas nei, frozen"
034.2.5.6.95,1,034.2.5.6,36,0303.89,034.28,21216,"Tunas, bonitos, billfishes, frozen, nei"
034.2.5.6.96,1,034.2.5.6,36,0303.89,034.28,21216,"Euthynnus excl. skipjack or stripe-bellied bonitos, frozen"
034.2.5.7,0,034.2.5,37,0303.89,034.28,,"Miscellaneous pelagic fish, frozen"
034.2.5.7.01,1,034.2.5.7,37,0303.89,034.28,21216,"Capelin, frozen"
034.2.5.7.02,1,034.2.5.7,37,0303.89,034.28,21216,"Saury, frozen"
034.2.5.7.03,1,034.2.5.7,37,0303.89,034.28,21216,"Bluefish, frozen"
034.2.5.7.08,1,034.2.5.7,37,0303.89,034.28,21216,"Pomfrets, ocean breams, frozen"
034.2.5.7.15,1,034.2.5.7,37,0303.89,034.28,21216,"Scads, frozen"
034.2.5.7.40,1,034.2.5.7,37,0303.89,034.28,21216,"Flyingfishes, frozen"
034.2.5.7.45,1,034.2.5.7,37,0303.89,034.28,21216,"Dolphinfishes, frozen"
034.2.5.7.50,1,034.2.5.7,37,0303.56,034.28,21216,"Cobia, frozen"
034.2.5.7.61,1,034.2.5.7,37,0303.54,034.26,21216,"Chub mackerel, frozen"
034.2.5.7.62,1,034.2.5.7,37,0303.54,034.26,21216,"Atlantic mackerel, frozen"
034.2.5.7.63,1,034.2.5.7,37,0303.54,034.26,21216,"Blue mackerel, frozen"
034.2.5.7.69,1,034.2.5.7,37,0303.54,034.26,21216,"Mackerels nei, frozen"
034.2.5.7.70,1,034.2.5.7,37,0303.55,034.28,21216,"Jack and horse mackerel, frozen"
034.2.5.7.75,1,034.2.5.7,37,0303.89,034.28,21216,"Amberjacks, frozen"
034.2.5.7.90,1,034.2.5.7,37,0303.89,034.28,21216,"Miscellaneous pelagic fish, nei, frozen"
034.2.5.8,0,034.2.5,38,0303.81,034.28,,"Sharks, rays, chimaeras, frozen"
034.2.5.8.60,1,034.2.5.8,38,0303.81,034.28,21219,"Dogfish (Squalidae), frozen"
034.2.5.8.65,1,034.2.5.8,38,0303.81,034.28,21219,"Catsharks, nursehounds, frozen"
034.2.5.8.66,1,034.2.5.8,38,0303.81,034.28,21219,"Porbeagle shark (Lamna nasus), frozen"
034.2.5.8.70,1,034.2.5.8,38,0303.81,034.28,21219,"Sharks nei, frozen"
034.2.5.8.80,1,034.2.5.8,38,0303.82,034.28,21219,"Rays and skates (Rajidae), frozen"
034.2.5.8.90,1,034.2.5.8,38,0303.89,034.28,21219,"Sharks, rays, chimaeras nei, frozen"
034.2.5.9,0,034.2.5,39,0303.89,034.28,,"Miscellaneous marine fish, frozen"
034.2.5.9.90,1,034.2.5.9,39,0303.89,034.28,21219,"Marine fish, frozen, nei"
034.2.6,0,034.2,X,0303.89,034.28,,"Fish, frozen"
034.2.6.90,1,034.2.6,39,0303.89,034.28,21219,"Fish, frozen, nei"
034.2.9,0,034.2,39,0303.89,034.29,,"Miscellaneous fish products, frozen"
034.2.9.1,0,034.2.9,39,0303.90,034.29,,"Fish livers, roes, etc., frozen"
034.2.9.1.10,1,034.2.9.1,39,0303.90,034.29,21226,"Fish livers, frozen"
034.2.9.1.21,1,034.2.9.1,32,0303.90,034.29,21226,"Cod roes, frozen"
034.2.9.1.22,1,034.2.9.1,32,0303.90,034.29,21226,"Alaska pollock, roes, frozen"
034.2.9.1.23,1,034.2.9.1,37,0303.90,034.29,21226,"Capelin roes, frozen"
034.2.9.1.24,1,034.2.9.1,35,0303.90,034.29,21226,"Herring roes, frozen"
034.2.9.1.26,1,034.2.9.1,23,0303.90,034.29,21226,"Salmon roes, frozen"
034.2.9.1.29,1,034.2.9.1,39,0303.90,034.29,21226,"Fish roes, frozen, nei"
034.2.9.1.90,1,034.2.9.1,39,0303.90,034.29,21226,"Livers, roes, milt, frozen"
034.2.9.2,0,034.2.9,39,0303.89,034.28,,"Fish heads, tails, fins, maws, tongues, frozen"
034.2.9.2.10,1,034.2.9.2,39,0303.89,034.28,21234,"Fish heads, tails, maws, tongues, frozen"
034.2.9.2.30,1,034.2.9.2,38,0303.81,034.28,21234,"Shark fins, frozen"
034.3,0,034,39,0304.59,034.51,,"Fish fillets and meat, fresh or chilled"
034.3.1,0,034.3,39,0304.49,034.51,,"Fish fillets, fresh or chilled"
034.3.1.3,0,034.3.1,13,0304.39,034.51,,"Freshwater fish fillets, fresh or chilled"
034.3.1.3.1,0,034.3.1.3,11,0304.39,034.51,,"Carps, barbels and other cyprinids fillets, fresh or chilled"
034.3.1.3.1.10,1,034.3.1.3.1,11,0304.39,034.51,21221,"Carp fillets, fresh or chilled"
034.3.1.3.2,0,034.3.1.3,12,0304.31,034.51,,"Tilapias and other cichlids, fillets, fresh or chilled"
034.3.1.3.2.20,1,034.3.1.3.2,12,0304.31,034.51,21221,"Tilapia fillets, fresh or chilled"
034.3.1.3.9,0,034.3.1.3,13,0304.39,034.51,,"Miscellaneous freshwater fish fillets, fresh or chilled"
034.3.1.3.9.30,1,034.3.1.3.9,13,0304.32,034.51,21221,"Catfish fillets, fresh or chilled"
034.3.1.3.9.40,1,034.3.1.3.9,13,0304.49,034.51,21221,"Perch fillets, fresh or chilled"
034.3.1.3.9.50,1,034.3.1.3.9,13,0304.33,034.51,21221,"Nile perch fillets, fresh or chilled"
034.3.1.3.9.85,1,034.3.1.3.9,13,0304.39,034.51,21221,"Carps, eels and snakeheads, fillets, fresh or chilled"
034.3.1.3.9.90,1,034.3.1.3.9,13,0304.49,034.51,21221,"Freshwater fish fillets, fresh or chilled, nei"
034.3.1.4,0,034.3.1,25,0304.49,034.51,,"Diadromous fish fillets, fresh or chilled"
034.3.1.4.2,0,034.3.1.4,22,0304.39,034.51,,"River eel fillets, fresh or chilled"
034.3.1.4.2.10,1,034.3.1.4.2,22,0304.39,034.51,21221,"River eel fillets, fresh or chilled, nei"
034.3.1.4.3,0,034.3.1.4,23,0304.49,034.51,,"Salmons, trouts, smelts fillets, fresh or chilled"
034.3.1.4.3.39,1,034.3.1.4.3,23,0304.41,034.51,21221,"Salmon fillets, fresh or chilled"
034.3.1.4.3.50,1,034.3.1.4.3,23,0304.42,034.51,21221,"Trout fillets, fresh and chilled"
034.3.1.4.3.90,1,034.3.1.4.3,23,0304.49,034.51,21221,"Salmonoids fillets, fresh or chilled, nei"
034.3.1.4.5,0,034.3.1.4,25,0304.49,034.51,,"Diadromous fish nei, fillets, fresh or chilled, nei"
034.3.1.4.5.90,1,034.3.1.4.5,25,0304.49,034.51,21221,"Diadromous fish fillets, fresh or chilled, nei"
034.3.1.5,0,034.3.1,39,0304.49,034.51,,"Marine fish fillets, fresh or chilled"
034.3.1.5.1,0,034.3.1.5,31,0304.43,034.51,,"Flounders, halibuts, soles fillets, fresh or chilled"
034.3.1.5.1.19,1,034.3.1.5.1,31,0304.43,034.51,21221,"Halibuts nei, fillets, fresh or chilled"
034.3.1.5.1.25,1,034.3.1.5.1,31,0304.43,034.51,21221,"Bastard halibut fillets, fresh or chilled"
034.3.1.5.1.31,1,034.3.1.5.1,31,0304.43,034.51,21221,"European plaice fillets, fresh or chilled"
034.3.1.5.1.32,1,034.3.1.5.1,31,0304.43,034.51,21221,"Alaska plaice fillets, fresh or chilled"
034.3.1.5.1.33,1,034.3.1.5.1,31,0304.43,034.51,21221,"American plaice fillets, fresh or chilled"
034.3.1.5.1.39,1,034.3.1.5.1,31,0304.43,034.51,21221,"Plaices fillets, fresh or chilled, nei"
034.3.1.5.1.41,1,034.3.1.5.1,31,0304.43,034.51,21221,"Yellowfin sole fillets, fresh or chilled"
034.3.1.5.1.42,1,034.3.1.5.1,31,0304.43,034.51,21221,"Yellowtail flounder fillets, fresh or chilled"
034.3.1.5.1.43,1,034.3.1.5.1,31,0304.43,034.51,21221,"Common dab fillets, fresh or chilled"
034.3.1.5.1.44,1,034.3.1.5.1,31,0304.43,034.51,21221,"Lemon sole fillets, fresh or chilled"
034.3.1.5.1.45,1,034.3.1.5.1,31,0304.43,034.51,21221,"Common sole fillets, fresh or chilled"
034.3.1.5.1.49,1,034.3.1.5.1,31,0304.43,034.51,21221,"Sole fillets, fresh or chilled, nei"
034.3.1.5.1.50,1,034.3.1.5.1,31,0304.43,034.51,21221,"Flounder fillets, fresh or chilled"
034.3.1.5.1.60,1,034.3.1.5.1,31,0304.43,034.51,21221,"Megrim fillets, fresh or chilled"
034.3.1.5.1.70,1,034.3.1.5.1,31,0304.43,034.51,21221,"Turbot fillets, fresh or chilled"
034.3.1.5.1.90,1,034.3.1.5.1,31,0304.43,034.51,21221,"Flatfish nei, fillets, fresh or chilled"
034.3.1.5.2,0,034.3.1.5,32,0304.44,034.51,,"Cods, hakes, haddocks, etc. fillets, fresh or chilled"
034.3.1.5.2.11,1,034.3.1.5.2,32,0304.44,034.51,21221,"Atlantic cod, fillets, fresh or chilled"
034.3.1.5.2.12,1,034.3.1.5.2,32,0304.44,034.51,21221,"Pacific cod fillets, fresh or chilled"
034.3.1.5.2.19,1,034.3.1.5.2,32,0304.44,034.51,21221,"Cods nei, fillets, fresh or chilled"
034.3.1.5.2.30,1,034.3.1.5.2,32,0304.44,034.51,21221,"Haddock fillets, fresh or chilled"
034.3.1.5.2.40,1,034.3.1.5.2,32,0304.44,034.51,21221,"Saithe (=Pollock) fillets, fresh or chilled"
034.3.1.5.2.51,1,034.3.1.5.2,32,0304.44,034.51,21221,"Blue whiting fillets, fresh or chilled"
034.3.1.5.2.52,1,034.3.1.5.2,32,0304.44,034.51,21221,"Southern blue whiting fillets, fresh or chilled"
034.3.1.5.2.53,1,034.3.1.5.2,32,0304.44,034.51,21221,"Whiting fillets, fresh or chilled"
034.3.1.5.2.61,1,034.3.1.5.2,32,0304.44,034.51,21221,"European hake fillets, fresh or chilled"
034.3.1.5.2.62,1,034.3.1.5.2,32,0304.44,034.51,21221,"Chilean hake fillets, fresh or chilled"
034.3.1.5.2.63,1,034.3.1.5.2,32,0304.44,034.51,21221,"Argentinian hake fillets, fresh or chilled"
034.3.1.5.2.64,1,034.3.1.5.2,32,0304.44,034.51,21221,"North Pacific hake fillets, fresh or chilled"
034.3.1.5.2.65,1,034.3.1.5.2,32,0304.44,034.51,21221,"Cape hake fillets, fresh or chilled"
034.3.1.5.2.69,1,034.3.1.5.2,32,0304.44,034.51,21221,"Hake nei fillets, fresh or chilled"
034.3.1.5.2.85,1,034.3.1.5.2,32,0304.44,034.51,21221,"Grenadiers fillets, fresh or chilled"
034.3.1.5.2.90,1,034.3.1.5.2,32,0304.44,034.51,21221,"Gadiformes fillets, fresh or chilled, nei"
034.3.1.5.3,0,034.3.1.5,33,0304.49,034.51,,"Miscellaneous coastal fish, fillets, fresh or chilled"
034.3.1.5.3.90,1,034.3.1.5.3,33,0304.49,034.51,21221,"Miscellaneous coastal fish, fillets, fresh or chilled, nei"
034.3.1.5.4,0,034.3.1.5,34,0304.49,034.51,,"Miscellaneous demersal fish, fillets, fresh or chilled"
034.3.1.5.4.17,1,034.3.1.5.4,34,0304.46,034.51,21221,"Toothfish (Dissostichus spp.), fillets, fresh or chilled"
034.3.1.5.4.49,1,034.3.1.5.4,34,0304.49,034.51,21221,"Redfish fillets, fresh or chilled"
034.3.1.5.4.90,1,034.3.1.5.4,34,0304.49,034.51,21221,"Miscellaneous demersal fish, fillets, fresh or chilled, nei,"
034.3.1.5.5,0,034.3.1.5,35,0304.49,034.51,,"Herrings, sardines, anchovies, etc. fillets, fresh or chilled"
034.3.1.5.5.11,1,034.3.1.5.5,35,0304.49,034.51,21221,"Atlantic herring fillets, fresh or chilled"
034.3.1.5.5.12,1,034.3.1.5.5,35,0304.49,034.51,21221,"Pacific herring fillets, fresh or chilled"
034.3.1.5.5.19,1,034.3.1.5.5,35,0304.49,034.51,21221,"Herring nei, fillets, fresh or chilled"
034.3.1.5.5.90,1,034.3.1.5.5,35,0304.49,034.51,21221,"Clupeoids, fillets, fresh or chilled, nei"
034.3.1.5.6,0,034.3.1.5,36,0304.49,034.51,,"Tunas, bonitos, billfishes fillets, fresh or chilled"
034.3.1.5.6.80,1,034.3.1.5.6,36,0304.45,034.51,21221,"Swordfish fillets, fresh or chilled"
034.3.1.5.6.90,1,034.3.1.5.6,36,0304.49,034.51,21221,"Tuna loins and fillets, fresh or chilled"
034.3.1.5.6.95,1,034.3.1.5.6,36,0304.49,034.51,21221,"Tunas, bonitos, billfishes fillets, fresh or chilled, nei"
034.3.1.5.7,0,034.3.1.5,37,0304.49,034.51,,"Miscellaneous pelagic fish, fillets, fresh or chilled"
034.3.1.5.7.40,1,034.3.1.5.7,37,0304.49,034.51,21221,"Flying fish, fillets, fresh or chilled"
034.3.1.5.7.90,1,034.3.1.5.7,37,0304.49,034.51,21221,"Miscellaneous pelagic fish, fillets, fresh or chilled, nei"
034.3.1.5.8,0,034.3.1.5,38,0304.49,034.51,,"Sharks, rays, chimaeras, etc. fillets, fresh or chilled"
034.3.1.5.8.60,1,034.3.1.5.8,38,0304.49,034.51,21221,"Dogfish (Squalidae) and catshark fillets, fresh or chilled"
034.3.1.5.8.70,1,034.3.1.5.8,38,0304.49,034.51,21221,"Shark fillets, fresh or chilled"
034.3.1.5.8.90,1,034.3.1.5.8,38,0304.49,034.51,21221,"Sharks,rays,chimaeras, nei fillets fresh or chilled"
034.3.1.5.9,0,034.3.1.5,39,0304.49,034.51,,"Miscellaneous marine fish fillets, fresh or chilled"
034.3.1.5.9.90,1,034.3.1.5.9,39,0304.49,034.51,21221,"Miscellaneous marine fish fillets, fresh or chilled, nei"
034.3.1.6,0,034.3.1,X,0304.49,034.51,,"Fish fillets, fresh or chilled"
034.3.1.6.90,1,034.3.1.6,39,0304.49,034.51,21221,"Fish fillets, fresh or chilled, nei"
034.3.2,0,034.3,39,0304.59,034.51,,"Fish meat, fresh, chilled"
034.3.2.1,0,034.3.2,39,0304.59,034.51,,"Fish steaks, fresh or chilled"
034.3.2.1.4,0,034.3.2.1,25,0304.59,034.51,,"Diadromous fish steaks, fresh or chilled"
034.3.2.1.4.2,0,034.3.2.1.4,23,0304.59,034.51,,"Salmons, trouts, smelts, steaks, fresh or chilled"
034.3.2.1.4.2.39,1,034.3.2.1.4.2,23,0304.52,034.51,21221,"Salmon steaks, fresh or chilled"
034.3.2.1.4.5,0,034.3.2.1.4,23,0304.59,034.51,,"Miscellaneous diadromous fish steaks, fresh or chilled"
034.3.2.1.4.5.90,1,034.3.2.1.4.5,23,0304.59,034.51,21221,"Diadromous fish steaks, fresh or chilled, nei"
034.3.2.1.5,0,034.3.2.1,39,0304.59,034.51,,"Marine fish steaks, fresh or chilled"
034.3.2.1.5.90,1,034.3.2.1.5,39,0304.59,034.51,21221,"Fish steaks, fresh or chilled, nei"
034.3.2.2,0,034.3.2,39,0304.59,034.51,,"Fish meat, whether or not minced, fresh, chilled"
034.3.2.2.3,0,034.3.2.2,13,0304.59,034.51,,"Freshwater fish meat, whether or not minced, fresh or chilled"
034.3.2.2.3.87,1,034.3.2.2.3,13,0304.51,034.51,21221,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled"
034.3.2.2.3.90,1,034.3.2.2.3,13,0304.59,034.51,21221,"Freshwater fish meat, whether or not minced, fresh or chilled, nei"
034.3.2.2.4,0,034.3.2.2,25,0304.59,034.51,,"Diadromous fish meat, wheter or not minced, fresh or chilled"
034.3.2.2.4.3,0,034.3.2.2.4,23,0304.52,034.51,,"Salmons, trouts, smelts meat, fresh or chilled"
034.3.2.2.4.3.90,1,034.3.2.2.4.3,23,0304.52,034.51,21221,"Salmonoids meat, fresh or chilled, nei"
034.3.2.2.4.5,0,034.3.2.2.4,25,0304.59,034.51,,"Miscellaneous diadromous fish meat, wheter or not minced, fresh or chilled"
034.3.2.2.4.5.90,1,034.3.2.2.4.5,25,0304.59,034.51,21221,"Diadromous fish meat, wheter or not minced, fresh or chilled, nei"
034.3.2.2.5,0,034.3.2.2,39,0304.59,034.51,,"Marine fish meat, whether or not minced, fresh or chilled"
034.3.2.2.5.1,0,034.3.2.2.5,31,0304.59,034.51,,"Flounders, halibuts, soles meat, fresh or chilled"
034.3.2.2.5.1.90,1,034.3.2.2.5.1,31,0304.59,034.51,21221,"Flatfish meat, fresh or chilled, nei"
034.3.2.2.5.2,0,034.3.2.2.5,32,0304.53,034.51,,"Cods, hakes, haddocks, etc. meat, fresh or chilled"
034.3.2.2.5.2.90,1,034.3.2.2.5.2,32,0304.53,034.51,21221,"Gadiformes, meat, fresh or chilled, nei"
034.3.2.2.5.3,0,034.3.2.2.5,33,0304.59,034.51,,"Miscellaneous coastal fish meat, whether or not minced, fresh or chilled"
034.3.2.2.5.3.90,1,034.3.2.2.5.3,33,0304.59,034.51,21221,"Coastal fish meat, whether or not minced, fresh or chilled, nei"
034.3.2.2.5.4,0,034.3.2.2.5,34,0304.59,034.51,,"Miscellaneous demersal fish meat, fresh or chilled"
034.3.2.2.5.4.17,1,034.3.2.2.5.4,34,0304.55,034.51,21221,"Toothfish (Dissostichus spp.), meat, fresh or chilled"
034.3.2.2.5.4.90,1,034.3.2.2.5.4,34,0304.59,034.51,21221,"Miscellaneous demersal fish meat, fresh or chilled, nei"
034.3.2.2.5.5,0,034.3.2.2.5,35,0304.59,034.51,,"Herrings, sardines, anchovies, etc. meat, fresh or chilled"
034.3.2.2.5.5.01,1,034.3.2.2.5.5,35,0304.59,034.51,21221,"Flaps of herring, fresh or chilled"
034.3.2.2.5.5.90,1,034.3.2.2.5.5,35,0304.59,034.51,21221,"Clupeoids, meat, fresh or chilled, nei"
034.3.2.2.5.6,0,034.3.2.2.5,36,0304.59,034.51,,"Tunas, bonitos, billfishes, meat, fresh or chilled"
034.3.2.2.5.6.80,1,034.3.2.2.5.6,36,0304.54,034.51,21221,"Swordfish, meat, fresh or chilled"
034.3.2.2.5.6.90,1,034.3.2.2.5.6,36,0304.59,034.51,21221,"Tunas, meat, fresh or chilled"
034.3.2.2.5.6.95,1,034.3.2.2.5.6,36,0304.59,034.51,21221,"Tunas, bonitos, billfishes, meat, fresh or chilled, nei"
034.3.2.2.5.7,0,034.3.2.2.5,37,0304.59,034.51,,"Miscellaneous pelagic fish meat, whether or not minced, fresh or chilled"
034.3.2.2.5.7.90,1,034.3.2.2.5.7,37,0304.59,034.51,21221,"Pelagic fish meat, whether or not minced, fresh or chilled, nei"
034.3.2.2.5.8,0,034.3.2.2.5,38,0304.59,034.51,,"Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled"
034.3.2.2.5.8.90,1,034.3.2.2.5.8,38,0304.59,034.51,21221,"Sharks, rays, chimeras etc. meat, whether or not minced, fresh or chilled, nei"
